artist,title,Artist,n,URI,spotifyID,tempo
Black+Pumas,Colors,Black Pumas,55,https://api.spotify.com/v1/audio-features/6d4FWjx72iuRWzn1HwywLK,6d4FWjx72iuRWzn1HwywLK,180.008
Brittany+Howard,Baby,Brittany Howard,55,https://api.spotify.com/v1/audio-features/5zFaNeTwCtsBbMc72FtXVo,5zFaNeTwCtsBbMc72FtXVo,121.988
Lord+Huron,Never+Ever,Lord Huron,55,https://api.spotify.com/v1/audio-features/5UQKkiYuxg0oe21ACerQ7u,5UQKkiYuxg0oe21ACerQ7u,155.12
MaLLy,Black+Moses,MaLLy,55,https://api.spotify.com/v1/audio-features/5EUr5hyFJ2y5BMBIjTNvbQ,5EUr5hyFJ2y5BMBIjTNvbQ,89.043
The+1975,It+s+Not+Living++If+It+s+Not+With+You+,The 1975,55,https://api.spotify.com/v1/audio-features/3TgMcrV32NUKjEG2ujn9eh,3TgMcrV32NUKjEG2ujn9eh,121.227
Andrew+Bird,Manifest,Andrew Bird,54,https://api.spotify.com/v1/audio-features/7oChm7YC5PS1NvEkRCgswG,7oChm7YC5PS1NvEkRCgswG,100.258
Beach+Bunny,Prom+Queen,Beach Bunny,54,https://api.spotify.com/v1/audio-features/6MpCaSIOfqBqbMED4kXgNY,6MpCaSIOfqBqbMED4kXgNY,143.785
Kim+Gordon,Sketch+Artist,Kim Gordon,54,https://api.spotify.com/v1/audio-features/3DLIH6e6MWxcu0nrtrrTI5,3DLIH6e6MWxcu0nrtrrTI5,128.503
Lady+Lark+And+Nur+D,Strange+Love,Lady Lark And Nur-D,54,https://api.spotify.com/v1/audio-features/5XKRI5H4aywDVTKXUeVc61,5XKRI5H4aywDVTKXUeVc61,118.818
Lana+Del+Rey,Cinnamon+Girl,Lana Del Rey,53,https://api.spotify.com/v1/audio-features/2mdEsXPu8ZmkHRRtAdC09e,2mdEsXPu8ZmkHRRtAdC09e,91.781
Little+Man,In+Between+The+Lions,Little Man,53,https://api.spotify.com/v1/audio-features/7mQCdyUY1HeeALeXLoiEmO,7mQCdyUY1HeeALeXLoiEmO,119.991
Men+I+Trust,Say++Can+You+Hear,Men I Trust,53,https://api.spotify.com/v1/audio-features/2joEpsXflccZD0ZwKEdz5m,2joEpsXflccZD0ZwKEdz5m,114.026
Titus+Andronicus,Tumult+Around+The+World,Titus Andronicus,53,https://api.spotify.com/v1/audio-features/7CvOnbFdnIoXMQ4eFCo5lB,7CvOnbFdnIoXMQ4eFCo5lB,131.965
Drive+By+Truckers,Armageddon+s+Back+In+Town,Drive-By Truckers,52,https://api.spotify.com/v1/audio-features/0BzVOl6TsTzOBwaeSElu0Z,0BzVOl6TsTzOBwaeSElu0Z,145.293
Gorillaz,Hollywood+feat++Snoop+Dogg+And+Jamie+Principle,Gorillaz,52,https://api.spotify.com/v1/audio-features/0P2Dxoy0mdzM9NlFQoLZbc,0P2Dxoy0mdzM9NlFQoLZbc,104.126
Lizzo,Truth+Hurts,Lizzo,52,https://api.spotify.com/v1/audio-features/3HWzoMvoF3TQfYg4UPszDq,3HWzoMvoF3TQfYg4UPszDq,158.087
Maggie+Rogers,On+And+Off,Maggie Rogers,52,https://api.spotify.com/v1/audio-features/2kvwSbG26eHKUJdvH7DiR2,2kvwSbG26eHKUJdvH7DiR2,129.958
The+Regrettes,I+Dare+You,The Regrettes,52,https://api.spotify.com/v1/audio-features/6N3aShaAM8V6valfHIFVOr,6N3aShaAM8V6valfHIFVOr,203.995
Bob+Mould,Lost+Faith,Bob Mould,51,https://api.spotify.com/v1/audio-features/1OozxnGxJ7EmyMTy8N3UWP,1OozxnGxJ7EmyMTy8N3UWP,121.97
Frank+Turner,Blackout,Frank Turner,51,https://api.spotify.com/v1/audio-features/5jQsvSuvkLmnx54DidiSZ5,5jQsvSuvkLmnx54DidiSZ5,132.969
Raphael+Saadiq,Something+Keeps+Calling,Raphael Saadiq,51,https://api.spotify.com/v1/audio-features/1dRnQLpzDjnmYhX4BSg937,1dRnQLpzDjnmYhX4BSg937,79.978
Syml,Clean+Eyes,Syml,51,https://api.spotify.com/v1/audio-features/5OwQwWZwwlRFRejqWPCQnu,5OwQwWZwwlRFRejqWPCQnu,87.006
The+Lumineers,Life+In+The+City,The Lumineers,51,https://api.spotify.com/v1/audio-features/5WyL4ZuwJ06qVd8X5bf2b5,5WyL4ZuwJ06qVd8X5bf2b5,97.005
Blood+Orange,Charcoal+Baby,Blood Orange,50,https://api.spotify.com/v1/audio-features/3bBmpVl9rQKJsFFGLFilIS,3bBmpVl9rQKJsFFGLFilIS,183.241
IDLES,DANNY+NEDELKO,IDLES,50,https://api.spotify.com/v1/audio-features/1uihOJbHkJJlDwUUOa0yqu,1uihOJbHkJJlDwUUOa0yqu,204.227
Last+Import,Dial+Tone,Last Import,50,https://api.spotify.com/v1/audio-features/4YvTlZoxAQirmkHX2B5WcU,4YvTlZoxAQirmkHX2B5WcU,127.721
Lucy+Dacus,Addictions,Lucy Dacus,50,https://api.spotify.com/v1/audio-features/6mUCYvZ7ch22HsQiapvf4A,6mUCYvZ7ch22HsQiapvf4A,134.96
The+Bad+Plus,Thrift+Store+Jewelry,The Bad Plus,50,https://api.spotify.com/v1/audio-features/0np5TLg54wvUeK0qk2d2MZ,0np5TLg54wvUeK0qk2d2MZ,130.36
The+Strumbellas,Salvation,The Strumbellas,50,https://api.spotify.com/v1/audio-features/4RYeVjYECm5ly0aLsLhOqn,4RYeVjYECm5ly0aLsLhOqn,139.885
deM+AtlaS,Pneumonia,deM AtlaS,50,https://api.spotify.com/v1/audio-features/66AEotuooy840dzHKyW9Ks,66AEotuooy840dzHKyW9Ks,90.131
Bodega,How+Did+This+Happen,Bodega,49,https://api.spotify.com/v1/audio-features/2le5xHvcWF8PDp608d4L8D,2le5xHvcWF8PDp608d4L8D,185.97
DIIV,Skin+Game,DIIV,49,https://api.spotify.com/v1/audio-features/2EDFBDvuRmq9T4uvU4A9eI,2EDFBDvuRmq9T4uvU4A9eI,124.969
Death+Cab+For+Cutie,Gold+Rush,Death Cab For Cutie,49,https://api.spotify.com/v1/audio-features/6x9VaGUbiSRvkLEdjeqjsN,6x9VaGUbiSRvkLEdjeqjsN,80.43
Dylan+LeBlanc,Renegade,Dylan LeBlanc,49,https://api.spotify.com/v1/audio-features/7GUJUmtwppLsmuAzBnFWYa,7GUJUmtwppLsmuAzBnFWYa,101.797
Elvis+Costello+And+The+Imposters,Unwanted+Number,Elvis Costello And The Imposters,49,https://api.spotify.com/v1/audio-features/0o18FakQWjSDmbbJcq6Do3,0o18FakQWjSDmbbJcq6Do3,109
Father+John+Misty,Disappointing+Diamonds+Are+The+Rarest+Of+Them+All,Father John Misty,49,https://api.spotify.com/v1/audio-features/4qG7hWhljsqqENL5PaLA2z,4qG7hWhljsqqENL5PaLA2z,132.427
IDLES,Mercedes+Marxist,IDLES,49,https://api.spotify.com/v1/audio-features/3IHvZXjIUmJtnaBm6NG54D,3IHvZXjIUmJtnaBm6NG54D,107.648
Snail+Mail,Heat+Wave,Snail Mail,49,https://api.spotify.com/v1/audio-features/7B0uWqVjMySfDKhtZghBkO,7B0uWqVjMySfDKhtZghBkO,123.891
Surfaces,Good+Day,Surfaces,49,https://api.spotify.com/v1/audio-features/5vu5o6RUJ2YiXv3LaPDYIF,5vu5o6RUJ2YiXv3LaPDYIF,124.998
Ezra+Furman,Calm+Down+aka+I+Should+Not+Be+Alone,Ezra Furman,48,https://api.spotify.com/v1/audio-features/5W2mmJGdMfv7Zmn8oubAM8,5W2mmJGdMfv7Zmn8oubAM8,100.557
Greta+Van+Fleet,When+The+Curtain+Falls,Greta Van Fleet,48,https://api.spotify.com/v1/audio-features/0zlaa4AmbFE7MVDijsyD9Q,0zlaa4AmbFE7MVDijsyD9Q,139.061
LCD+Soundsystem,+We+Don+t+Need+This++Fascist+Groove+Thang,LCD Soundsystem,48,https://api.spotify.com/v1/audio-features/2JjP78YuJypnLIgmM7nvtW,2JjP78YuJypnLIgmM7nvtW,150.744
Nathaniel+Rateliff+And+The+Night+Sweats,A+Little+Honey,Nathaniel Rateliff And The Night Sweats,48,https://api.spotify.com/v1/audio-features/1q5wF1wZQD41ura41yVqXb,1q5wF1wZQD41ura41yVqXb,150.09
Rat+Boy,Internationally+Unknown,Rat Boy,48,https://api.spotify.com/v1/audio-features/4s9LfTk4e4LAXyQek53fa5,4s9LfTk4e4LAXyQek53fa5,89.928
Drab+Majesty,Oxytocin,Drab Majesty,47,https://api.spotify.com/v1/audio-features/4WJDGPjU9iHEBNeJ2RStKA,4WJDGPjU9iHEBNeJ2RStKA,152.006
Greta+Van+Fleet,You+re+The+One,Greta Van Fleet,47,https://api.spotify.com/v1/audio-features/0iYBNrznkCwhN3xCmNVJpo,0iYBNrznkCwhN3xCmNVJpo,151.916
LCD+Soundsystem,seconds++electric+lady+sessions+,LCD Soundsystem,47,https://api.spotify.com/v1/audio-features/3GDWCcJVntasirXJz7Xs2v,3GDWCcJVntasirXJz7Xs2v,127.83
Meg+Myers,Running+Up+That+Hill,Meg Myers,47,https://api.spotify.com/v1/audio-features/7zLeOgBrdrCfMf47MCyLMC,7zLeOgBrdrCfMf47MCyLMC,102.012
Rayland+Baxter,Casanova,Rayland Baxter,47,https://api.spotify.com/v1/audio-features/3x9ANFExDT5BbPOiJRshnH,3x9ANFExDT5BbPOiJRshnH,121.912
Devon+Gilfillian,Unchained,Devon Gilfillian,46,https://api.spotify.com/v1/audio-features/0cSJAbriuoamIYy7AfK2lr,0cSJAbriuoamIYy7AfK2lr,179.839
Flying+Lotus,Spontaneous+feat++Little+Dragon,Flying Lotus,46,https://api.spotify.com/v1/audio-features/6tY5cykDuLh3ccPiuF9p65,6tY5cykDuLh3ccPiuF9p65,114.477
Gus+Dapperton,Coax+And+Botany,Gus Dapperton,46,https://api.spotify.com/v1/audio-features/3lHh76erVVIK364LN7KBRr,3lHh76erVVIK364LN7KBRr,134.972
Sunflower+Bean,Crisis+Fest,Sunflower Bean,46,https://api.spotify.com/v1/audio-features/1camd9eP6HEbhNjXww8FKN,1camd9eP6HEbhNjXww8FKN,90.059
The+Decemberists,Suckers+Prayer,The Decemberists,46,https://api.spotify.com/v1/audio-features/3pxhPssdL2SJObXb5hpCRu,3pxhPssdL2SJObXb5hpCRu,149.007
Wolf+Alice,Don+t+Delete+The+Kisses,Wolf Alice,46,https://api.spotify.com/v1/audio-features/3K94Fd5ZQkPCW8wV6oyk22,3K94Fd5ZQkPCW8wV6oyk22,122.032
oso+oso,dig,oso oso,46,https://api.spotify.com/v1/audio-features/7cc83NCp7108VFv3XQWY5r,7cc83NCp7108VFv3XQWY5r,93.013
Brandi+Carlile,Hold+Out+Your+Hand,Brandi Carlile,45,https://api.spotify.com/v1/audio-features/4E2wIuFOblfmOxZburqG4d,4E2wIuFOblfmOxZburqG4d,94.488
Francis+And+The+Lights,Just+For+Us,Francis And The Lights,45,https://api.spotify.com/v1/audio-features/0ZpBPavoID3eDbaXKSWpAD,0ZpBPavoID3eDbaXKSWpAD,144.855
Joseph,NYE,Joseph,45,https://api.spotify.com/v1/audio-features/6CryOfQbh63jNlUzvNx7w9,6CryOfQbh63jNlUzvNx7w9,91.258
Lana+Del+Rey,Mariners+Apartment+Complex,Lana Del Rey,45,https://api.spotify.com/v1/audio-features/3GDIZO71jiE1FEcHEJh3RH,3GDIZO71jiE1FEcHEJh3RH,78.315
Lydia+Liza,Won+t+Even+Be,Lydia Liza,45,https://api.spotify.com/v1/audio-features/1FSCRLJPXEbBCyxLNkKBdP,1FSCRLJPXEbBCyxLNkKBdP,77.904
Margaret+Glaspy,Before+We+Were+Together,Margaret Glaspy,45,https://api.spotify.com/v1/audio-features/15QWlYkT6Gn3UT9pG0Bgnh,15QWlYkT6Gn3UT9pG0Bgnh,161.987
The+Dirty+Nil,Bathed+In+Light,The Dirty Nil,45,https://api.spotify.com/v1/audio-features/0QkHADzujvvnTMTbmxDzXv,0QkHADzujvvnTMTbmxDzXv,136.553
Underworld,S+T+A+R,Underworld,45,https://api.spotify.com/v1/audio-features/0G6SVYuDNehaNmwJAzKOYj,0G6SVYuDNehaNmwJAzKOYj,109.925
Black+Pumas,Color,Black Pumas,44,https://api.spotify.com/v1/audio-features/6d4FWjx72iuRWzn1HwywLK,6d4FWjx72iuRWzn1HwywLK,180.008
Dylan+Cartlidge,Monsters+Under+The+Bed,Dylan Cartlidge,44,https://api.spotify.com/v1/audio-features/0w33VSCG7EYewXlmgMiHQ6,0w33VSCG7EYewXlmgMiHQ6,110.027
Foster+The+People,Sit+Next+To+Me,Foster The People,44,https://api.spotify.com/v1/audio-features/4BdGO1CaObRD4La9l5Zanz,4BdGO1CaObRD4La9l5Zanz,97.021
Muse,Thought+Contagion,Muse,44,https://api.spotify.com/v1/audio-features/57lCa95tmjJ8EYdNTex8Kk,57lCa95tmjJ8EYdNTex8Kk,139.985
Superorganism,Something+For+Your+M+I+N+D+,Superorganism,44,https://api.spotify.com/v1/audio-features/4rCKRVJZKVysScn2piDuOT,4rCKRVJZKVysScn2piDuOT,140.096
Florence+And+The+Machine,Hunger,Florence And The Machine,43,https://api.spotify.com/v1/audio-features/1YLJVmuzeM2YSUkCCaTNUB,1YLJVmuzeM2YSUkCCaTNUB,149.954
JD+McPherson,Lucky+Penny,JD McPherson,43,https://api.spotify.com/v1/audio-features/2ZncWeiscCUcJI60YEDrfU,2ZncWeiscCUcJI60YEDrfU,127.979
Janelle+Monae,Django+Jane,Janelle Monae,43,https://api.spotify.com/v1/audio-features/56RfNBJGUgL1ZFCB1KEJrQ,56RfNBJGUgL1ZFCB1KEJrQ,101.96
Khruangbin,Maria+Tambien,Khruangbin,43,https://api.spotify.com/v1/audio-features/6y9t7mXJVzBGQG4XhHy8Li,6y9t7mXJVzBGQG4XhHy8Li,126.432
Lissie,Best+Days,Lissie,43,https://api.spotify.com/v1/audio-features/5Hroj5K7vLpIG4FNCRIjbP,5Hroj5K7vLpIG4FNCRIjbP,100.012
Low+Cut+Connie,Beverly,Low Cut Connie,43,https://api.spotify.com/v1/audio-features/5TWlNtsCHzhvk4sGy6eKTK,5TWlNtsCHzhvk4sGy6eKTK,125.136
St++Vincent,Los+Ageless,St. Vincent,43,https://api.spotify.com/v1/audio-features/2qTy3hGSbxoSenKmlKGHFw,2qTy3hGSbxoSenKmlKGHFw,99.426
Chance+The+Rapper,Work+Out,Chance The Rapper,42,https://api.spotify.com/v1/audio-features/0aMHIW1lqrulVCx0LLlr6a,0aMHIW1lqrulVCx0LLlr6a,125.795
Common,God+Is+Love+feat++Leon+Bridges+And+Jonathan+McReynolds,Common,42,https://api.spotify.com/v1/audio-features/65GbQI9VDTs7vo6MJL2iJA,65GbQI9VDTs7vo6MJL2iJA,112.418
First+Aid+Kit,Tender+Offerings,First Aid Kit,42,https://api.spotify.com/v1/audio-features/5di2f9zz1LymDXUcuSopKe,5di2f9zz1LymDXUcuSopKe,109.157
Kanye+West,Use+This+Gospel+feat++Clipse+And+Kenny+G,Kanye West,42,https://api.spotify.com/v1/audio-features/0oPOuDmmkVp3h6puekhs6P,0oPOuDmmkVp3h6puekhs6P,148.28
LCD+Soundsystem,i+want+your+love++electric+lady+sessions+,LCD Soundsystem,42,https://api.spotify.com/v1/audio-features/6aqzFwI8IHlAzRxbqMDAqP,6aqzFwI8IHlAzRxbqMDAqP,128.309
Lake+Street+Dive,Good+Kisser,Lake Street Dive,42,https://api.spotify.com/v1/audio-features/7BDbyDs5FUmnh955RABFd7,7BDbyDs5FUmnh955RABFd7,160.336
Parquet+Courts,Wide+Awake,Parquet Courts,42,https://api.spotify.com/v1/audio-features/26UinddFbmPE2woBqQ246S,26UinddFbmPE2woBqQ246S,122.061
Sleeping+Jesus,Lay,Sleeping Jesus,42,https://api.spotify.com/v1/audio-features/4Qx9ZjRH0CSR1ByBxpzuFj,4Qx9ZjRH0CSR1ByBxpzuFj,109.93
The+Highwomen,The+Chain,The Highwomen,42,https://api.spotify.com/v1/audio-features/0CTNLJMN9dMG4cl5qgsZSv,0CTNLJMN9dMG4cl5qgsZSv,95.598
Weezer,Can+t+Knock+The+Hustle,Weezer,42,https://api.spotify.com/v1/audio-features/2f9VEEmi8ZtPfwPdCa2mFb,2f9VEEmi8ZtPfwPdCa2mFb,101.014
Heart+Bones,Open+Relations,Heart Bones,41,https://api.spotify.com/v1/audio-features/0wA4uVpyvlaVJqCTUxgVTf,0wA4uVpyvlaVJqCTUxgVTf,179.988
Interpol,The+Rover,Interpol,41,https://api.spotify.com/v1/audio-features/2VabHofHU2PBXX6fakAgaZ,2VabHofHU2PBXX6fakAgaZ,201.274
Justin+Courtney+Pierre,In+The+Drink,Justin Courtney Pierre,41,https://api.spotify.com/v1/audio-features/58zUAlrwhTaPzbgpvQGESr,58zUAlrwhTaPzbgpvQGESr,156.986
King+Princess,Cheap+Queen,King Princess,41,https://api.spotify.com/v1/audio-features/7tuqDd7TWkyBxXnPNu9lcI,7tuqDd7TWkyBxXnPNu9lcI,87.013
Prince,Manic+Monday,Prince,41,https://api.spotify.com/v1/audio-features/79NYdkxwgObli2soXJovYH,79NYdkxwgObli2soXJovYH,NA
The+Chemical+Brothers,Free+Yourself,The Chemical Brothers,41,https://api.spotify.com/v1/audio-features/7axM6HbfUTu3dXEIWOYcH1,7axM6HbfUTu3dXEIWOYcH1,NA
The+Jayhawks,Everybody+Knows,The Jayhawks,41,https://api.spotify.com/v1/audio-features/4ydY2fM3f8vxuWSzU3zyNc,4ydY2fM3f8vxuWSzU3zyNc,NA
Trampled+By+Turtles,Kelly+s+Bar,Trampled By Turtles,41,https://api.spotify.com/v1/audio-features/1GxtByBH9WcPOzOrr0wnbA,1GxtByBH9WcPOzOrr0wnbA,NA
Kurt+Vile,Loading+Zones,Kurt Vile,40,https://api.spotify.com/v1/audio-features/0Z6W8GqZLM7DmgKp2jY6Pd,0Z6W8GqZLM7DmgKp2jY6Pd,NA
Lucy+Dacus,Fool+s+Gold,Lucy Dacus,40,https://api.spotify.com/v1/audio-features/4sccRpHWgKwtOsZ853FD3s,4sccRpHWgKwtOsZ853FD3s,NA
Overcoats,The+Fool,Overcoats,40,https://api.spotify.com/v1/audio-features/5QFAetd8rpzNuHuTGK0Rde,5QFAetd8rpzNuHuTGK0Rde,NA
Blood+Orange,Dark+And+Handsome,Blood Orange,39,https://api.spotify.com/v1/audio-features/0Zgcv1wy4bRWpfsM27uPGK,0Zgcv1wy4bRWpfsM27uPGK,NA
Death+Cab+For+Cutie,Kids+In++99,Death Cab For Cutie,39,https://api.spotify.com/v1/audio-features/5yc59J3MR3tVDPTOgwgRI5,5yc59J3MR3tVDPTOgwgRI5,NA
Lucy+Dacus,Dancing+In+The+Dark,Lucy Dacus,39,https://api.spotify.com/v1/audio-features/2ZFfGgz5RonguqJlm6ajoR,2ZFfGgz5RonguqJlm6ajoR,NA
CHVRCHES,Miracle,CHVRCHES,38,https://api.spotify.com/v1/audio-features/2Kc1WhZsBbR2ZLbSyv83hO,2Kc1WhZsBbR2ZLbSyv83hO,NA
Charles+Bradley,Lonely+As+You+Are,Charles Bradley,38,https://api.spotify.com/v1/audio-features/14F6Pu8NjKZ93EbXTZwRM7,14F6Pu8NjKZ93EbXTZwRM7,NA
Gully+Boys,New+Song+No++2,Gully Boys,38,https://api.spotify.com/v1/audio-features/3wuhDQHax4SC3CtNcuB0DY,3wuhDQHax4SC3CtNcuB0DY,NA
JD+McPherson,On+The+Lips,JD McPherson,38,https://api.spotify.com/v1/audio-features/6qu4XUgOEVVd9doJMG4MAx,6qu4XUgOEVVd9doJMG4MAx,151.839
Lenny+Kravitz,Low,Lenny Kravitz,38,https://api.spotify.com/v1/audio-features/6VnpKLtfNH4Dk09YSGPSyR,6VnpKLtfNH4Dk09YSGPSyR,NA
Neko+Case,Bad+Luck,Neko Case,38,https://api.spotify.com/v1/audio-features/1OCLpatReeEFSuvINgzVp0,1OCLpatReeEFSuvINgzVp0,137.036
Now+Now,MJ,Now Now,38,https://api.spotify.com/v1/audio-features/7zEVj90BP8MuWvYLXxQ3pV,7zEVj90BP8MuWvYLXxQ3pV,NA
Cage+The+Elephant,Night+Running+feat++Beck,Cage The Elephant,37,https://api.spotify.com/v1/audio-features/0wSmZykDgah7GfaUNZUZCb,0wSmZykDgah7GfaUNZUZCb,NA
Low+Cut+Connie,Oh+Suzanne,Low Cut Connie,37,https://api.spotify.com/v1/audio-features/0EgEJpPlQzwZfOrgoW6swC,0EgEJpPlQzwZfOrgoW6swC,NA
Margo+Price,Pay+Gap,Margo Price,37,https://api.spotify.com/v1/audio-features/0J4TuecWdkdRAPbTZXxy62,0J4TuecWdkdRAPbTZXxy62,112.938
Phoebe+Bridgers,Motion+Sickness,Phoebe Bridgers,37,https://api.spotify.com/v1/audio-features/7xwyvVWewy01DhdgEt2WWq,7xwyvVWewy01DhdgEt2WWq,NA
Rex+Orange+County,Lovin++Is+Easy,Rex Orange County,37,https://api.spotify.com/v1/audio-features/5mhW03yGpDpkYHs9aZaxSE,5mhW03yGpDpkYHs9aZaxSE,NA
SZA,Drew+Barrymore,SZA,37,https://api.spotify.com/v1/audio-features/06u5LrUpbosQlQ1QJFhPpG,06u5LrUpbosQlQ1QJFhPpG,NA
Sylvan+Esso,Parade+with+Me,Sylvan Esso,37,https://api.spotify.com/v1/audio-features/1edOSqQG1mP9hcrI0EDNhw,1edOSqQG1mP9hcrI0EDNhw,NA
The+Breeders,Wait+In+The+Car,The Breeders,37,https://api.spotify.com/v1/audio-features/2pnSGS6CGWnBdwVKPOmYkT,2pnSGS6CGWnBdwVKPOmYkT,NA
Bakar,Hell+N+Back,Bakar,36,https://api.spotify.com/v1/audio-features/3NRql0A1Ef4RCvT473iqgD,3NRql0A1Ef4RCvT473iqgD,NA
First+Aid+Kit,Fireworks,First Aid Kit,36,https://api.spotify.com/v1/audio-features/3qJImzh896FdKl5mJfpFaC,3qJImzh896FdKl5mJfpFaC,NA
Jack+White,Over+And+Over+And+Over,Jack White,36,https://api.spotify.com/v1/audio-features/06k5ZWQoJ44zNYlb49zBjc,06k5ZWQoJ44zNYlb49zBjc,NA
LCD+Soundsystem,Tonite,LCD Soundsystem,36,https://api.spotify.com/v1/audio-features/2cmRpmO04TLaKPzmAzySYZ,2cmRpmO04TLaKPzmAzySYZ,NA
Lana+Del+Rey,Season+Of+The+Witch,Lana Del Rey,36,https://api.spotify.com/v1/audio-features/5DSi7heBC8eTIFROBvttnp,5DSi7heBC8eTIFROBvttnp,NA
Michael+Stipe,Your+Capricious+Soul,Michael Stipe,36,https://api.spotify.com/v1/audio-features/1YMtrMjF0ji8hfYuUhrWQN,1YMtrMjF0ji8hfYuUhrWQN,NA
Nada+Surf,Something+I+Should+Do,Nada Surf,36,https://api.spotify.com/v1/audio-features/1AeA9AhBEgV5zIQxmmqkHt,1AeA9AhBEgV5zIQxmmqkHt,NA
Rainbow+Kitten+Surprise,Fever+Pitch,Rainbow Kitten Surprise,36,https://api.spotify.com/v1/audio-features/474uVhyGgK5MtY9gMcDgGl,474uVhyGgK5MtY9gMcDgGl,NA
Alvvays,Plimsoll+Punks,Alvvays,35,https://api.spotify.com/v1/audio-features/1MlU2xFOo4k1gFzIRYeQ0U,1MlU2xFOo4k1gFzIRYeQ0U,162.55
Beck,Up+All+Night,Beck,35,https://api.spotify.com/v1/audio-features/28AgTOIZke8nitD0NNeb3G,28AgTOIZke8nitD0NNeb3G,NA
Belly,Shiny+One,Belly,35,https://api.spotify.com/v1/audio-features/4BEHMW1RcHJ0wOyKK1CH7B,4BEHMW1RcHJ0wOyKK1CH7B,NA
Broken+Social+Scene,All+I+Want,Broken Social Scene,35,https://api.spotify.com/v1/audio-features/5VA4Ispp52EA1sOqzMz3Av,5VA4Ispp52EA1sOqzMz3Av,NA
David+Byrne,Everybody+s+Coming+To+My+House,David Byrne,35,https://api.spotify.com/v1/audio-features/05eGgfS1empJmZDTDY6U7t,05eGgfS1empJmZDTDY6U7t,NA
Nathaniel+Rateliff+And+The+Night+Sweats,You+Worry+Me,Nathaniel Rateliff And The Night Sweats,35,https://api.spotify.com/v1/audio-features/7ADBL3WZ9Oyj7zgkg7ODT8,7ADBL3WZ9Oyj7zgkg7ODT8,NA
Now+Now,SGL,Now Now,35,https://api.spotify.com/v1/audio-features/0qc4EOJHNO4dczQwDFCLcJ,0qc4EOJHNO4dczQwDFCLcJ,NA
The+National,Light+Years,The National,35,https://api.spotify.com/v1/audio-features/2GNj9KRwpxBWgEiPQc3jEj,2GNj9KRwpxBWgEiPQc3jEj,NA
The+War+On+Drugs,Holding+On,The War On Drugs,35,https://api.spotify.com/v1/audio-features/2h5CXy8Pme1lTY3CUAEI1i,2h5CXy8Pme1lTY3CUAEI1i,NA
Weezer,I+m+Just+Being+Honest,Weezer,35,https://api.spotify.com/v1/audio-features/1jZ8zhjl5Gvg7AHfKJKDXz,1jZ8zhjl5Gvg7AHfKJKDXz,NA
Yola,Faraway+Look,Yola,35,https://api.spotify.com/v1/audio-features/1dWv8VqVEW8xkWgCIISxxm,1dWv8VqVEW8xkWgCIISxxm,NA
Al+Church,Savannah,Al Church,34,https://api.spotify.com/v1/audio-features/3flgdcFBWI84DPi4s1jhhd,3flgdcFBWI84DPi4s1jhhd,NA
Arcade+Fire,Creature+Comfort,Arcade Fire,34,https://api.spotify.com/v1/audio-features/6Hmj7SrLRbreLVfVS7mV1S,6Hmj7SrLRbreLVfVS7mV1S,NA
Bully,Feel+The+Same,Bully,34,https://api.spotify.com/v1/audio-features/2a5IHHhUeoLnmkLLUU1XCl,2a5IHHhUeoLnmkLLUU1XCl,NA
Chris+Koza,Where+We+Go,Chris Koza,34,https://api.spotify.com/v1/audio-features/4cMpadgnnP2uBvwMVyVsyP,4cMpadgnnP2uBvwMVyVsyP,NA
Illiterate+Light,Better+Than+I+Used+To,Illiterate Light,34,https://api.spotify.com/v1/audio-features/0NwGC0v03ysCYINtg6ns58,0NwGC0v03ysCYINtg6ns58,NA
Lizzo,Tempo+feat++Missy+Elliott++KCMP+Edit+,Lizzo,34,https://api.spotify.com/v1/audio-features/6nBQFAIVFmAx2oZ8p6lUg6,6nBQFAIVFmAx2oZ8p6lUg6,NA
Oh+Pep+,What+s+The+Deal+With+David,Oh Pep!,34,https://api.spotify.com/v1/audio-features/5PpwtsMwzRm7iOGJtccIE9,5PpwtsMwzRm7iOGJtccIE9,NA
Swamp+Dogg,Lonely,Swamp Dogg,34,https://api.spotify.com/v1/audio-features/2C1AsnDaK873i5FZ0QL7CU,2C1AsnDaK873i5FZ0QL7CU,NA
Trampled+By+Turtles,Fake+Plastic+Trees,Trampled By Turtles,34,https://api.spotify.com/v1/audio-features/2dFRk2BPepNrhuFT2b4Bno,2dFRk2BPepNrhuFT2b4Bno,NA
Charles+Bradley,Changes,Charles Bradley,33,https://api.spotify.com/v1/audio-features/3HC6U39266ytr7fMW9M2Mz,3HC6U39266ytr7fMW9M2Mz,NA
Dwynell+Roland,Control+It,Dwynell Roland,33,https://api.spotify.com/v1/audio-features/4emONaEB1NPRIhUCZqwR0R,4emONaEB1NPRIhUCZqwR0R,NA
Franz+Ferdinand,Always+Ascending,Franz Ferdinand,33,https://api.spotify.com/v1/audio-features/20I8RduZC2PWMWTDCZuuAN,20I8RduZC2PWMWTDCZuuAN,NA
Margaret+Glaspy,Emotions+And+Math,Margaret Glaspy,33,https://api.spotify.com/v1/audio-features/1uVD7mxRrnwnLqh6uBOuSt,1uVD7mxRrnwnLqh6uBOuSt,NA
Mumford+And+Sons,Guiding+Light,Mumford And Sons,33,https://api.spotify.com/v1/audio-features/7E6IL7WFO9ozoWramet7PE,7E6IL7WFO9ozoWramet7PE,NA
