artist,title,Artist,n,URI,spotifyID,tempo
Tame+Impala,Borderline,Tame Impala,175,https://api.spotify.com/v1/audio-features/5hM5arv9KDbCHS0k9uqwjr,5hM5arv9KDbCHS0k9uqwjr,97.96
Andrew+Bird,Sisyphus,Andrew Bird,173,https://api.spotify.com/v1/audio-features/403vzOZN0tETDpvFipkNIL,403vzOZN0tETDpvFipkNIL,82.901
Sharon+Van+Etten,No+One+s+Easy+To+Love,Sharon Van Etten,173,https://api.spotify.com/v1/audio-features/61qxP4Vs5DVX0Ic4GnBklu,61qxP4Vs5DVX0Ic4GnBklu,99.759
Vagabon,Water+Me+Down,Vagabon,173,https://api.spotify.com/v1/audio-features/1CON7om9HhIyr8cuZ6WmzC,1CON7om9HhIyr8cuZ6WmzC,115.425
Barns+Courtney,99,Barns Courtney,172,https://api.spotify.com/v1/audio-features/1Mf27cnAF1Q6Ko83XTM5d1,1Mf27cnAF1Q6Ko83XTM5d1,170.397
Foals,Exits,Foals,172,https://api.spotify.com/v1/audio-features/04caEZhAsQKnWqKsMwk9ud,04caEZhAsQKnWqKsMwk9ud,128.072
Vampire+Weekend,Unbearably+White,Vampire Weekend,171,https://api.spotify.com/v1/audio-features/1syUUTdDrjijrA3aqLxrBg,1syUUTdDrjijrA3aqLxrBg,188.25
Cuco,Hydrocodone,Cuco,170,https://api.spotify.com/v1/audio-features/36Uc6BhILjfe4VTgweoHZj,36Uc6BhILjfe4VTgweoHZj,119.946
Jenny+Lewis,Heads+Gonna+Roll,Jenny Lewis,170,https://api.spotify.com/v1/audio-features/3JEQn0WheNcipQmxNxrxII,3JEQn0WheNcipQmxNxrxII,128.449
Jenny+Lewis,Wasted+Youth,Jenny Lewis,170,https://api.spotify.com/v1/audio-features/0V0IEmWc2g4yW7k7SujDp3,0V0IEmWc2g4yW7k7SujDp3,106.789
The+Avett+Brothers,High+Steppin+,The Avett Brothers,170,https://api.spotify.com/v1/audio-features/099L0yzX4UHJip4WwfxluS,099L0yzX4UHJip4WwfxluS,85.637
The+Raconteurs,Help+Me+Stranger,The Raconteurs,170,https://api.spotify.com/v1/audio-features/3FDh4wsdZU0hVSZGgQ1Ih4,3FDh4wsdZU0hVSZGgQ1Ih4,94.745
Silversun+Pickups,It+Doesn+t+Matter+Why,Silversun Pickups,167,https://api.spotify.com/v1/audio-features/6At8zwn6DPTH1cqpVgQBUx,6At8zwn6DPTH1cqpVgQBUx,169.968
The+Lumineers,Gloria,The Lumineers,166,https://api.spotify.com/v1/audio-features/3d8y0t70g7hw2FOWl9Z4Fm,3d8y0t70g7hw2FOWl9Z4Fm,76.023
Caamp,Peach+Fuzz,Caamp,164,https://api.spotify.com/v1/audio-features/1oWnDC5OoMPPosVY2cdXgT,1oWnDC5OoMPPosVY2cdXgT,124.001
Bob+Mould,Sunshine+Rock,Bob Mould,163,https://api.spotify.com/v1/audio-features/4IQmU1fjZTPy9qLzRElf4I,4IQmU1fjZTPy9qLzRElf4I,99.982
Dessa,Good+For+You,Dessa,163,https://api.spotify.com/v1/audio-features/4ZtFanR9U6ndgddUvNcjcG,4ZtFanR9U6ndgddUvNcjcG,166.928
Dorothy,Who+Do+You+Love,Dorothy,163,https://api.spotify.com/v1/audio-features/7ngdkrVQPgP3AoIxUrTpHT,7ngdkrVQPgP3AoIxUrTpHT,193.131
Sampa+The+Great,Final+Form,Sampa The Great,163,https://api.spotify.com/v1/audio-features/3IcuxADFiHnrxC5NZoMBIp,3IcuxADFiHnrxC5NZoMBIp,98.928
Aldous+Harding,The+Barrel,Aldous Harding,162,https://api.spotify.com/v1/audio-features/06lw2dBFqdXhAErz7Xz9Zs,06lw2dBFqdXhAErz7Xz9Zs,87.015
St++Paul+And+The+Broken+Bones,Got+It+Bad,St. Paul And The Broken Bones,162,https://api.spotify.com/v1/audio-features/59s5vTB8LNV4tyZPp9HM3f,59s5vTB8LNV4tyZPp9HM3f,113.926
The+Black+Keys,Go,The Black Keys,162,https://api.spotify.com/v1/audio-features/5lN1EH25gdiqT1SFALMAq1,5lN1EH25gdiqT1SFALMAq1,130.121
The+Head+And+The+Heart,Missed+Connection,The Head And The Heart,162,https://api.spotify.com/v1/audio-features/4R9KztunyNTH13KtAqePLp,4R9KztunyNTH13KtAqePLp,87.57
Bon+Iver,Hey++Ma,Bon Iver,161,https://api.spotify.com/v1/audio-features/0RstfX9nRY1Lfuy1808MoT,0RstfX9nRY1Lfuy1808MoT,144.296
Pedro+The+Lion,Yellow+Bike,Pedro The Lion,161,https://api.spotify.com/v1/audio-features/1vztTdgyyARufM8lnCFEzE,1vztTdgyyARufM8lnCFEzE,119.439
Calexico+And+Iron+And+Wine,Father+Mountain,Calexico And Iron And Wine,160,https://api.spotify.com/v1/audio-features/2pYHFktjBq3CYdiWO02GAQ,2pYHFktjBq3CYdiWO02GAQ,153.596
Heart+Bones,This+Time+It+s+Different,Heart Bones,160,https://api.spotify.com/v1/audio-features/77LSZ065UtK4CvJvUa493G,77LSZ065UtK4CvJvUa493G,155.91
James+Blake,Where+s+The+Catch+feat++Andre+3000,James Blake,159,https://api.spotify.com/v1/audio-features/7omij53d6AvXefx13NNyfn,7omij53d6AvXefx13NNyfn,91.988
The+Cactus+Blossoms,Desperado,The Cactus Blossoms,159,https://api.spotify.com/v1/audio-features/0nJ51etx7Pj8gbRjGWlPW8,0nJ51etx7Pj8gbRjGWlPW8,116.161
Charlie+Parr,Jubilee,Charlie Parr,158,https://api.spotify.com/v1/audio-features/2CNJnoRLNutv7rsgHZwEWB,2CNJnoRLNutv7rsgHZwEWB,131.367
Alex+Lahey,Don+t+Be+So+Hard+On+Yourself,Alex Lahey,157,https://api.spotify.com/v1/audio-features/7E7WYvcuQpz7iHoCxF9Ypd,7E7WYvcuQpz7iHoCxF9Ypd,149.053
Beirut,Landslide,Beirut,157,https://api.spotify.com/v1/audio-features/0Pf7nvNbkJ88AFFxDnWlWo,0Pf7nvNbkJ88AFFxDnWlWo,111.842
Ex+Hex,Cosmic+Cave,Ex Hex,156,https://api.spotify.com/v1/audio-features/0Fe73pPymfKduoyX1DB3Zo,0Fe73pPymfKduoyX1DB3Zo,127.888
Better+Oblivion+Community+Center,Didn+t+Know+What+I+Was+In+For,Better Oblivion Community Center,155,https://api.spotify.com/v1/audio-features/1NhDv99nTtRm37rZpoH7Ix,1NhDv99nTtRm37rZpoH7Ix,84.176
Noname,Song+31,Noname,155,https://api.spotify.com/v1/audio-features/7hdw5gAGMyyn9z0XgfTv1j,7hdw5gAGMyyn9z0XgfTv1j,130.77
Sam+Fender,That+Sound,Sam Fender,155,https://api.spotify.com/v1/audio-features/2lu7sjHd7gRf2xfv9PM7Fe,2lu7sjHd7gRf2xfv9PM7Fe,NA
The+Nude+Party,Chevrolet+Van,The Nude Party,155,https://api.spotify.com/v1/audio-features/6BKpJ2pDPixM3Nwqhr9999,6BKpJ2pDPixM3Nwqhr9999,NA
Frank+Turner,Sister+Rosetta,Frank Turner,154,https://api.spotify.com/v1/audio-features/7l7DQQ7liMPjr5gBRG0LJP,7l7DQQ7liMPjr5gBRG0LJP,NA
Julia+Jacklin,Pressure+To+Party,Julia Jacklin,154,https://api.spotify.com/v1/audio-features/480rD34KfGbMaT0L6zjeIu,480rD34KfGbMaT0L6zjeIu,NA
Mattiel,Keep+The+Change,Mattiel,154,https://api.spotify.com/v1/audio-features/4KjdLo9JWJEKYoAJ8spkat,4KjdLo9JWJEKYoAJ8spkat,NA
Of+Monsters+And+Men,Wars,Of Monsters And Men,154,https://api.spotify.com/v1/audio-features/2ihCaVdNZmnHZWt0fvAM7B,2ihCaVdNZmnHZWt0fvAM7B,NA
Sharon+Van+Etten,Comeback+Kid,Sharon Van Etten,154,https://api.spotify.com/v1/audio-features/1Qpyt7U1yu4tfuJc4LKuzF,1Qpyt7U1yu4tfuJc4LKuzF,NA
Of+Monsters+And+Men,Wild+Roses,Of Monsters And Men,153,https://api.spotify.com/v1/audio-features/7f8iBUiwio1oX5lAFwC5xI,7f8iBUiwio1oX5lAFwC5xI,NA
Rodrigo+Y+Gabriela,Mettavolution,Rodrigo Y Gabriela,153,https://api.spotify.com/v1/audio-features/152kW4skSileqmHbL5xYhC,152kW4skSileqmHbL5xYhC,NA
Spoon,Shake+It+Off,Spoon,153,https://api.spotify.com/v1/audio-features/5xTtaWoae3wi06K5WfVUUH,5xTtaWoae3wi06K5WfVUUH,NA
Foals,The+Runner,Foals,152,https://api.spotify.com/v1/audio-features/0AS03vnvXv9m0ZFxtuvOBW,0AS03vnvXv9m0ZFxtuvOBW,NA
The+Black+Keys,Eagle+Birds,The Black Keys,152,https://api.spotify.com/v1/audio-features/7Dd1v8u05vTL3py8d1a5ZA,7Dd1v8u05vTL3py8d1a5ZA,NA
IDLES,Great,IDLES,151,https://api.spotify.com/v1/audio-features/7BmWDAlFk1DCL60I435oaE,7BmWDAlFk1DCL60I435oaE,NA
Amanda+Palmer,Drowning+In+The+Sound,Amanda Palmer,150,https://api.spotify.com/v1/audio-features/0PQ2c0czIO1jdQnNtGqYtu,0PQ2c0czIO1jdQnNtGqYtu,NA
Bon+Iver,U++Man+Like+,Bon Iver,150,https://api.spotify.com/v1/audio-features/59lQwJcWbr9x3OvTvW5NNX,59lQwJcWbr9x3OvTvW5NNX,NA
Temples,You+re+Either+On+Something,Temples,150,https://api.spotify.com/v1/audio-features/46xeByspmJW3xlgaSOFHXG,46xeByspmJW3xlgaSOFHXG,NA
Belle+And+Sebastian,Sister+Buddha,Belle And Sebastian,149,https://api.spotify.com/v1/audio-features/1C55Sw0NbVloD6xxTrUx9D,1C55Sw0NbVloD6xxTrUx9D,NA
Stella+Donnelly,Tricks,Stella Donnelly,148,https://api.spotify.com/v1/audio-features/17aPB9v91my2f2hnPJpquW,17aPB9v91my2f2hnPJpquW,NA
Liam+Gallagher,Shockwave,Liam Gallagher,147,https://api.spotify.com/v1/audio-features/3sOGVdj5VPY6C2XImtlzj7,3sOGVdj5VPY6C2XImtlzj7,NA
Pixies,Catfish+Kate,Pixies,145,https://api.spotify.com/v1/audio-features/0QYAApfVaKf0oZB3w5H0bm,0QYAApfVaKf0oZB3w5H0bm,NA
Weezer,End+Of+The+Game,Weezer,145,https://api.spotify.com/v1/audio-features/4zB544yCIaSw3cuHltMCRJ,4zB544yCIaSw3cuHltMCRJ,NA
Steve+Earle,Dublin+Blues,Steve Earle,144,https://api.spotify.com/v1/audio-features/0VU5k3vCrpqDgUygMjiFYj,0VU5k3vCrpqDgUygMjiFYj,NA
Chance+The+Rapper,Do+You+Remember,Chance The Rapper,143,https://api.spotify.com/v1/audio-features/0aMHIW1lqrulVCx0LLlr6a,0aMHIW1lqrulVCx0LLlr6a,NA
Abby+Jeanne,Pleasures+Pain,Abby Jeanne,141,https://api.spotify.com/v1/audio-features/3Q6GnCdA06aLonCeQQi5g3,3Q6GnCdA06aLonCeQQi5g3,NA
Foster+The+People,Pick+U+Up,Foster The People,141,https://api.spotify.com/v1/audio-features/2I7CJZLo2nDqGuzZJA1XlZ,2I7CJZLo2nDqGuzZJA1XlZ,NA
Hot+Chip,Melody+Of+Love,Hot Chip,141,https://api.spotify.com/v1/audio-features/48q7Pc3Zm2nPPVJPsfG30B,48q7Pc3Zm2nPPVJPsfG30B,NA
Mac+DeMarco,All+Of+Our+Yesterdays,Mac DeMarco,140,https://api.spotify.com/v1/audio-features/7H7NyZ3G075GqPx2evsfeb,7H7NyZ3G075GqPx2evsfeb,NA
Nick+Cave+And+The+Bad+Seeds,Bright+Horses,Nick Cave And The Bad Seeds,140,https://api.spotify.com/v1/audio-features/3a4gRmHTuTRghmw3LirDQ8,3a4gRmHTuTRghmw3LirDQ8,NA
Death+Cab+For+Cutie,Northern+Lights,Death Cab For Cutie,139,https://api.spotify.com/v1/audio-features/28QF5ELXqDnaBjPjGTlzAK,28QF5ELXqDnaBjPjGTlzAK,NA
Polica,Driving,Polica,139,https://api.spotify.com/v1/audio-features/3BUMFt4bF13FBRkffJQ9Bu,3BUMFt4bF13FBRkffJQ9Bu,NA
The+Claypool+Lennon+Delirium,Blood+And+Rockets+Movement+I++Saga+Of+Jack+Parsons,The Claypool Lennon Delirium,139,https://api.spotify.com/v1/audio-features/7oqI47cPSkXG8eUtvniQSa,7oqI47cPSkXG8eUtvniQSa,NA
Fontaines+D+C+,Big,Fontaines D.C.,138,https://api.spotify.com/v1/audio-features/4DNbKvO9fI8bjnxis4yddk,4DNbKvO9fI8bjnxis4yddk,NA
Maggie+Rogers,Light+On,Maggie Rogers,138,https://api.spotify.com/v1/audio-features/6UnCGAEmrbGIOSmGRZQ1M2,6UnCGAEmrbGIOSmGRZQ1M2,NA
Cigarettes+After+Sex,Heavenly,Cigarettes After Sex,137,https://api.spotify.com/v1/audio-features/1Bh0UzthW8pKEnYg7v40Oa,1Bh0UzthW8pKEnYg7v40Oa,NA
Lana+Del+Rey,The+Greatest,Lana Del Rey,137,https://api.spotify.com/v1/audio-features/1NZs6n6hl8UuMaX0UC0YTz,1NZs6n6hl8UuMaX0UC0YTz,NA
Green+Day,Father+Of+All+++,Green Day,135,https://api.spotify.com/v1/audio-features/2hx4ptqsE8dboLH3NCLmaN,2hx4ptqsE8dboLH3NCLmaN,97.096
Preservation+Hall+Jazz+Band,Keep+Your+Head+Up,Preservation Hall Jazz Band,135,https://api.spotify.com/v1/audio-features/4Jz4bjXeiF2SXVj9P4YfY5,4Jz4bjXeiF2SXVj9P4YfY5,NA
Toro+Y+Moi,Freelance,Toro Y Moi,135,https://api.spotify.com/v1/audio-features/1mt71aWdYMEvfZEx3q8CPI,1mt71aWdYMEvfZEx3q8CPI,NA
26+BATS+,Do+What+You+Do,26 BATS!,134,https://api.spotify.com/v1/audio-features/5OIz27S6SQOJtweneBd6QP,5OIz27S6SQOJtweneBd6QP,NA
Karen+O+And+Danger+Mouse,Woman,Karen O And Danger Mouse,134,https://api.spotify.com/v1/audio-features/6GdesCf6pwGGTWIsa9RWHB,6GdesCf6pwGGTWIsa9RWHB,NA
The+Comet+Is+Coming,Summon+The+Fire,The Comet Is Coming,134,https://api.spotify.com/v1/audio-features/5c44MldQ2CvroamP73V1lp,5c44MldQ2CvroamP73V1lp,NA
The+Head+And+The+Heart,See+You+Through+My+Eyes,The Head And The Heart,134,https://api.spotify.com/v1/audio-features/7KA4W4McWYRpgf0fWsJZWB,7KA4W4McWYRpgf0fWsJZWB,NA
Tyler+Childers,All+Your+n,Tyler Childers,134,https://api.spotify.com/v1/audio-features/0fCwTrRNfoNk962ati8n2K,0fCwTrRNfoNk962ati8n2K,NA
Metric,Now+Or+Never+Now,Metric,133,https://api.spotify.com/v1/audio-features/4KjnaUNYPwGnJjoeTFlt91,4KjnaUNYPwGnJjoeTFlt91,NA
The+1975,Love+It+If+We+Made+It,The 1975,132,https://api.spotify.com/v1/audio-features/6WmIyn2fx1PKQ0XDpYj4VR,6WmIyn2fx1PKQ0XDpYj4VR,NA
Billie+Eilish,When+The+Party+s+Over,Billie Eilish,131,https://api.spotify.com/v1/audio-features/43zdsphuZLzwA9k4DJhU0I,43zdsphuZLzwA9k4DJhU0I,NA
Bob+Mould,What+Do+You+Want+Me+To+Do,Bob Mould,131,https://api.spotify.com/v1/audio-features/2rDwdvBma1O1eLzo29p2cr,2rDwdvBma1O1eLzo29p2cr,NA
Gary+Clark+Jr+,Pearl+Cadillac,Gary Clark Jr.,131,https://api.spotify.com/v1/audio-features/5O6cfjyWsteTs6Mnaz9VGE,5O6cfjyWsteTs6Mnaz9VGE,NA
Phantogram,In+A+Spiral,Phantogram,131,https://api.spotify.com/v1/audio-features/6vsBCrM20zIKYkjWQ2qJAo,6vsBCrM20zIKYkjWQ2qJAo,NA
The+Flaming+Lips,Giant+Baby+feat++Mick+Jones,The Flaming Lips,131,https://api.spotify.com/v1/audio-features/7DemCTDT2nycuOAkNODzdf,7DemCTDT2nycuOAkNODzdf,NA
Cold+War+Kids,Complainer,Cold War Kids,130,https://api.spotify.com/v1/audio-features/3omXshBamrREltcf24gYDC,3omXshBamrREltcf24gYDC,NA
Faye+Webster,Right+Side+Of+My+Neck,Faye Webster,130,https://api.spotify.com/v1/audio-features/06ibHcrLNiOUBYkyLW4GP5,06ibHcrLNiOUBYkyLW4GP5,NA
Modest+Mouse,Poison+The+Well,Modest Mouse,130,https://api.spotify.com/v1/audio-features/2lwwrWVKdf3LR9lbbhnr6R,2lwwrWVKdf3LR9lbbhnr6R,NA
The+Japanese+House,Maybe+You+re+The+Reason,The Japanese House,130,https://api.spotify.com/v1/audio-features/5Po5YmT4RhawSeqNXx5m0o,5Po5YmT4RhawSeqNXx5m0o,NA
Lukas+Nelson+And+Promise+Of+The+Real,Bad+Case,Lukas Nelson And Promise Of The Real,129,https://api.spotify.com/v1/audio-features/29XyrA9LxrDAMSqOvPWtMy,29XyrA9LxrDAMSqOvPWtMy,124.451
Sleater+Kinney,The+Center+Won+t+Hold,Sleater-Kinney,128,https://api.spotify.com/v1/audio-features/0SJZFV7p1Nhd9xQnUonHSY,0SJZFV7p1Nhd9xQnUonHSY,121.946
Still+Woozy,Lava,Still Woozy,128,https://api.spotify.com/v1/audio-features/4BsLwvaJOTOHDNg7xMpvrL,4BsLwvaJOTOHDNg7xMpvrL,125.017
Weyes+Blood,Everyday,Weyes Blood,128,https://api.spotify.com/v1/audio-features/6f4itfvWzS59Qu7JWorhxn,6f4itfvWzS59Qu7JWorhxn,71.398
+Sandy++Alex+G,Southern+Sky,(Sandy) Alex G,126,https://api.spotify.com/v1/audio-features/022KnoVZaB3IJx21uW5tDH,022KnoVZaB3IJx21uW5tDH,98.082
Sports+Team,Fishing,Sports Team,126,https://api.spotify.com/v1/audio-features/3i5QyEUyXa9Y7lIklr5sWk,3i5QyEUyXa9Y7lIklr5sWk,77.724
The+Beths,Happy+Unhappy,The Beths,126,https://api.spotify.com/v1/audio-features/6Uvl0u7RLTKBFovsZnlfKE,6Uvl0u7RLTKBFovsZnlfKE,173.73
Cloud+Cult,Best+Time+Of+My+Life,Cloud Cult,125,https://api.spotify.com/v1/audio-features/7GRUpcvSQM9HrnC2CjYPG4,7GRUpcvSQM9HrnC2CjYPG4,78.662
Dua+Saleh,Sugar+Mama,Dua Saleh,125,https://api.spotify.com/v1/audio-features/1K1HB5Upt5qKnrQ2s81stp,1K1HB5Upt5qKnrQ2s81stp,112.004
Tyler+The+Creator,Earfquake,Tyler The Creator,125,https://api.spotify.com/v1/audio-features/4bEcoz1OcfMgUbp2ft8ieQ,4bEcoz1OcfMgUbp2ft8ieQ,90.034
Jamila+Woods,Eartha,Jamila Woods,124,https://api.spotify.com/v1/audio-features/2asqm98amzgzKRA6Rfttcz,2asqm98amzgzKRA6Rfttcz,102.008
Nick+Waterhouse,Song+For+Winners,Nick Waterhouse,124,https://api.spotify.com/v1/audio-features/5mqop2IekTZWc2hRE7NpmW,5mqop2IekTZWc2hRE7NpmW,124.506
Alice+Merton,Lash+Out,Alice Merton,123,https://api.spotify.com/v1/audio-features/0h4IpWawLSTLTwd2zDeftz,0h4IpWawLSTLTwd2zDeftz,128.005
BAILEN,I+Was+Wrong,BAILEN,123,https://api.spotify.com/v1/audio-features/7dUdMZqfGSIt0ZkmTOgRLA,7dUdMZqfGSIt0ZkmTOgRLA,135.558
Pete+Yorn,Calm+Down,Pete Yorn,123,https://api.spotify.com/v1/audio-features/0WtM2NBVQNNJLh6scP13H8,0WtM2NBVQNNJLh6scP13H8,106.999
The+Highwomen,Redesigning+Women,The Highwomen,122,https://api.spotify.com/v1/audio-features/7IgYxRCJtp36BlDUEoLEg7,7IgYxRCJtp36BlDUEoLEg7,139.39
Brandi+Carlile,Sugartooth,Brandi Carlile,121,https://api.spotify.com/v1/audio-features/3jkQiPGU9T3A0KLfFoiPH8,3jkQiPGU9T3A0KLfFoiPH8,77.37
Chance+The+Rapper,All+Day+Long,Chance The Rapper,121,https://api.spotify.com/v1/audio-features/1g3ErLqysBJ5EIGdYYMWFZ,1g3ErLqysBJ5EIGdYYMWFZ,123.01
Faith+Boblett,Who+Do+You+Think+You+re+Fooling,Faith Boblett,121,https://api.spotify.com/v1/audio-features/0uIuoDkLYELAuRNvPrIP2B,0uIuoDkLYELAuRNvPrIP2B,95.92
Hippo+Campus,Bambi,Hippo Campus,121,https://api.spotify.com/v1/audio-features/5dmPNuHmRRJuHmJTDa7NuJ,5dmPNuHmRRJuHmJTDa7NuJ,90.002
The+Avett+Brothers,Roses+And+Sacrifice,The Avett Brothers,121,https://api.spotify.com/v1/audio-features/6XMYnm4OTEysN8blzqiCL9,6XMYnm4OTEysN8blzqiCL9,90.528
Amyl+And+The+Sniffers,Got+You,Amyl And The Sniffers,120,https://api.spotify.com/v1/audio-features/26EvVb7HxLt5fVXtNRzUEw,26EvVb7HxLt5fVXtNRzUEw,94.087
Bleached,Hard+To+Kill,Bleached,120,https://api.spotify.com/v1/audio-features/1jNfgfxGZf33UW0U2DlbIy,1jNfgfxGZf33UW0U2DlbIy,127.523
Josh+Ritter,Old+Black+Magic,Josh Ritter,120,https://api.spotify.com/v1/audio-features/5lbgaOjchF4QZLdh2gw2Wl,5lbgaOjchF4QZLdh2gw2Wl,205.418
Billie+Eilish,You+Should+See+Me+In+A+Crown,Billie Eilish,119,https://api.spotify.com/v1/audio-features/3XF5xLJHOQQRbWya6hBp7d,3XF5xLJHOQQRbWya6hBp7d,150.455
Catfish+And+The+Bottlemen,Longshot,Catfish And The Bottlemen,119,https://api.spotify.com/v1/audio-features/2VcS3oKcOPkubN9LVzZ96l,2VcS3oKcOPkubN9LVzZ96l,102.829
Dessa,Grade+School+Games,Dessa,119,https://api.spotify.com/v1/audio-features/5sXnhcvj00BIS60ythnGee,5sXnhcvj00BIS60ythnGee,123.992
Mark+Ronson,Late+Night+Feelings+feat++Lykke+Li,Mark Ronson,119,https://api.spotify.com/v1/audio-features/7aQeWViSfRWSEwtJD86Eq0,7aQeWViSfRWSEwtJD86Eq0,110.055
Thom+Yorke,Not+The+News,Thom Yorke,119,https://api.spotify.com/v1/audio-features/3ejjAD15KNXGwRG1lQMFPI,3ejjAD15KNXGwRG1lQMFPI,124.037
Bruce+Hornsby,Cast+Off+feat++Justin+Vernon,Bruce Hornsby,117,https://api.spotify.com/v1/audio-features/4d6Ib1DCBaDqgVJuWocLrx,4d6Ib1DCBaDqgVJuWocLrx,99.891
HAIM,Summer+Girl,HAIM,116,https://api.spotify.com/v1/audio-features/5pSRBmJhkfZm1eilG3VW3L,5pSRBmJhkfZm1eilG3VW3L,100.027
Mumford+And+Sons,Blind+Leading+The+Blind,Mumford And Sons,115,https://api.spotify.com/v1/audio-features/77nG5iTzpTcgWL1QFstTIS,77nG5iTzpTcgWL1QFstTIS,104.142
Remo+Drive,Two+Bux,Remo Drive,113,https://api.spotify.com/v1/audio-features/2KNuaok7h5X5RkMLsVu5pt,2KNuaok7h5X5RkMLsVu5pt,121.971
Billie+Eilish,All+The+Good+Girls+Go+To+Hell,Billie Eilish,111,https://api.spotify.com/v1/audio-features/6IRdLKIyS4p7XNiP8r6rsx,6IRdLKIyS4p7XNiP8r6rsx,185.044
Mitski,Nobody,Mitski,111,https://api.spotify.com/v1/audio-features/2P5yIMu2DNeMXTyOANKS6k,2P5yIMu2DNeMXTyOANKS6k,117.296
Monica+LaPlante,Tinted+Lights,Monica LaPlante,111,https://api.spotify.com/v1/audio-features/74Y1aVTIjvF7bXwaC89w79,74Y1aVTIjvF7bXwaC89w79,155.218
The+Growlers,Natural+Affair,The Growlers,111,https://api.spotify.com/v1/audio-features/7fKmug2c1zcKu5vE8LhmVz,7fKmug2c1zcKu5vE8LhmVz,129.024
Michael+Kiwanuka,Hero,Michael Kiwanuka,110,https://api.spotify.com/v1/audio-features/7KX65PC1UZuImsUInThbav,7KX65PC1UZuImsUInThbav,110.264
Nathaniel+Rateliff+And+The+Night+Sweats,Hey+Mama,Nathaniel Rateliff And The Night Sweats,110,https://api.spotify.com/v1/audio-features/71DxoKxpHcW8iaYNczwGi3,71DxoKxpHcW8iaYNczwGi3,76.04
SOAK,Knock+Me+Off+My+Feet,SOAK,110,https://api.spotify.com/v1/audio-features/4C5GsegFD0j5ujSr1y93Oj,4C5GsegFD0j5ujSr1y93Oj,181.042
The+1975,Give+Yourself+A+Try,The 1975,110,https://api.spotify.com/v1/audio-features/4rmIfFUZhhi9sS5IYtpkXw,4rmIfFUZhhi9sS5IYtpkXw,182.933
The+Avett+Brothers,Tell+The+Truth,The Avett Brothers,110,https://api.spotify.com/v1/audio-features/49FzWoEDUNK9gm8fvg9GNv,49FzWoEDUNK9gm8fvg9GNv,124.871
Liz+Phair,Good+Side,Liz Phair,109,https://api.spotify.com/v1/audio-features/4z4PB23xYTg1oANmyZovsw,4z4PB23xYTg1oANmyZovsw,80.958
Nooky+Jones,Gimme+Some+More,Nooky Jones,109,https://api.spotify.com/v1/audio-features/47wZfF4OdME3xkIPhhpSSF,47wZfF4OdME3xkIPhhpSSF,136.734
Soccer+Mommy,Cool,Soccer Mommy,109,https://api.spotify.com/v1/audio-features/2drtd6SptpMJ1KylMQ7mrE,2drtd6SptpMJ1KylMQ7mrE,169.064
The+Teskey+Brothers,So+Caught+Up,The Teskey Brothers,109,https://api.spotify.com/v1/audio-features/2SrTIQZs2Dzv9WC538a8xM,2SrTIQZs2Dzv9WC538a8xM,99.053
Big+Thief,Century,Big Thief,108,https://api.spotify.com/v1/audio-features/2FwDApgXk91kXvqy2oB7dz,2FwDApgXk91kXvqy2oB7dz,105.204
Stella+Donnelly,Mechanical+Bull,Stella Donnelly,108,https://api.spotify.com/v1/audio-features/22lItOj6hb39sFs5o6uT1D,22lItOj6hb39sFs5o6uT1D,128.328
Steve+Lacy,Playground,Steve Lacy,108,https://api.spotify.com/v1/audio-features/3oa63pHMomQyytCOrmXZ5s,3oa63pHMomQyytCOrmXZ5s,144.967
Frankie+Lee,Downtown+Lights,Frankie Lee,106,https://api.spotify.com/v1/audio-features/5SeVSWh03zQb0LYcEIYXyW,5SeVSWh03zQb0LYcEIYXyW,109.036
Tame+Impala,It+Might+Be+Time,Tame Impala,106,https://api.spotify.com/v1/audio-features/558ubozatFQlweufvHa3Ip,558ubozatFQlweufvHa3Ip,115.946
Ty+Segall,Taste,Ty Segall,106,https://api.spotify.com/v1/audio-features/5EbTamOuKNYlEsOUGc51kE,5EbTamOuKNYlEsOUGc51kE,82.795
oso+oso,Dig++II+,oso oso,105,https://api.spotify.com/v1/audio-features/5PajfJ1BQwHHHird3li8S4,5PajfJ1BQwHHHird3li8S4,135.814
Graveyard+Club,It+Hurts,Graveyard Club,104,https://api.spotify.com/v1/audio-features/1SbRRDUK2eaBhbFJXpq524,1SbRRDUK2eaBhbFJXpq524,155.921
Chance+The+Rapper,5+Year+Plan,Chance The Rapper,103,https://api.spotify.com/v1/audio-features/2Jv5zlZ7iCZP7K1j26izha,2Jv5zlZ7iCZP7K1j26izha,84.017
Hippo+Campus,Think+It+Over,Hippo Campus,103,https://api.spotify.com/v1/audio-features/0lgktkQ3wjpnyxzrHgdSr1,0lgktkQ3wjpnyxzrHgdSr1,189.988
The+Black+Keys,Shine+A+Little+Light,The Black Keys,103,https://api.spotify.com/v1/audio-features/365TSrFPqM66giaxJuafR3,365TSrFPqM66giaxJuafR3,111.398
Chance+The+Rapper,My+Own+Thing,Chance The Rapper,102,https://api.spotify.com/v1/audio-features/2ySRRtrAwDUF4FipiF1Djt,2ySRRtrAwDUF4FipiF1Djt,139.974
Jeff+Tweedy,I+Know+What+It+s+Like,Jeff Tweedy,102,https://api.spotify.com/v1/audio-features/31VLSfg86NJN74rUHQi7e8,31VLSfg86NJN74rUHQi7e8,85.174
