artist,title,Artist,n,URI,spotifyID
Coldplay,Trouble,Coldplay,9,https://api.spotify.com/v1/search?q=%2520track%3ATrouble%2520artist%3AColdplay%2520&type=track,0R8P9KfGJCDULmlEoBagcO
Coldplay,Violet+Hill,Coldplay,6,https://api.spotify.com/v1/search?q=%2520track%3AViolet+Hill%2520artist%3AColdplay%2520&type=track,1ZqHjApl3pfzwjweTfMi0g
Coldplay,Viva+La+Vida,Coldplay,8,https://api.spotify.com/v1/search?q=%2520track%3AViva+La+Vida%2520artist%3AColdplay%2520&type=track,1mea3bSkSGXuIRvnydlB5b
Coldplay,Yellow,Coldplay,11,https://api.spotify.com/v1/search?q=%2520track%3AYellow%2520artist%3AColdplay%2520&type=track,NA
Common,GO+,Common,9,https://api.spotify.com/v1/search?q=%2520track%3AGO+%2520artist%3ACommon%2520&type=track,NA
Common,God+Is+Love+feat++Leon+Bridges+And+Jonathan+McReynolds,Common,42,https://api.spotify.com/v1/search?q=%2520track%3AGod+Is+Love+feat++Leon+Bridges+And+Jonathan+McReynolds%2520artist%3ACommon%2520&type=track,5OCJzvD7sykQEKHH7qAC3C
Common,The+People,Common,11,https://api.spotify.com/v1/search?q=%2520track%3AThe+People%2520artist%3ACommon%2520&type=track,NA
Communist+Daughter,Not+The+Kid,Communist Daughter,15,https://api.spotify.com/v1/search?q=%2520track%3ANot+The+Kid%2520artist%3ACommunist+Daughter%2520&type=track,2Bt2CwpiROaIcytTj5OoCy
Confidence+Man,Catch+My+Breath,Confidence Man,66,https://api.spotify.com/v1/search?q=%2520track%3ACatch+My+Breath%2520artist%3AConfidence+Man%2520&type=track,53cGGBxGPaRjP0HVUESyW5
Conor+Oberst,LAX,Conor Oberst,63,https://api.spotify.com/v1/search?q=%2520track%3ALAX%2520artist%3AConor+Oberst%2520&type=track,3Ozu8P9g9rZUDiKGG5ZUmx
Conor+Oberst,You+Are+Your+Mother+s+Child,Conor Oberst,9,https://api.spotify.com/v1/search?q=%2520track%3AYou+Are+Your+Mother+s+Child%2520artist%3AConor+Oberst%2520&type=track,3CzWNLFyIwns8KJgH5toHV
Cornershop,Brimful+Of+Asha,Cornershop,18,https://api.spotify.com/v1/search?q=%2520track%3ABrimful+Of+Asha%2520artist%3ACornershop%2520&type=track,6gbdLLUhocAjThL3GvV6Lx
Cornershop,Sleep+On+The+Left+Side,Cornershop,7,https://api.spotify.com/v1/search?q=%2520track%3ASleep+On+The+Left+Side%2520artist%3ACornershop%2520&type=track,3LnQgPB7vk10dMauhjUkLp
Cosmo+Sheldrake,Come+Along,Cosmo Sheldrake,6,https://api.spotify.com/v1/search?q=%2520track%3ACome+Along%2520artist%3ACosmo+Sheldrake%2520&type=track,7d5QkRsuNs92VualsvFcYM
Count+Five,Psychotic+Reaction,Count Five,7,https://api.spotify.com/v1/search?q=%2520track%3APsychotic+Reaction%2520artist%3ACount+Five%2520&type=track,5JcaA4A9ZoXthwEnxOxWvP
Courtney+Barnett,Avant+Gardener,Courtney Barnett,16,https://api.spotify.com/v1/search?q=%2520track%3AAvant+Gardener%2520artist%3ACourtney+Barnett%2520&type=track,3LueS3mbuB1yaJNN0Ale6U
Courtney+Barnett,Charity,Courtney Barnett,28,https://api.spotify.com/v1/search?q=%2520track%3ACharity%2520artist%3ACourtney+Barnett%2520&type=track,4o1T6OAlRNJ1bHYaLXDZkU
Courtney+Barnett,City+Looks+Pretty,Courtney Barnett,30,https://api.spotify.com/v1/search?q=%2520track%3ACity+Looks+Pretty%2520artist%3ACourtney+Barnett%2520&type=track,19nUjmaqEhWvOtKk72NXGC
Courtney+Barnett,Dead+Fox,Courtney Barnett,21,https://api.spotify.com/v1/search?q=%2520track%3ADead+Fox%2520artist%3ACourtney+Barnett%2520&type=track,2LZLR8t4zDictvQKuxFIlP
Courtney+Barnett,Everybody+Here+Hates+You,Courtney Barnett,182,https://api.spotify.com/v1/search?q=%2520track%3AEverybody+Here+Hates+You%2520artist%3ACourtney+Barnett%2520&type=track,0qnwZNpfLciad2YhoSWhlc
Courtney+Barnett,Nameless++Faceless,Courtney Barnett,60,https://api.spotify.com/v1/search?q=%2520track%3ANameless++Faceless%2520artist%3ACourtney+Barnett%2520&type=track,0d29ZVNUaxWOtUFzElL3B9
Courtney+Barnett,Need+A+Little+Time,Courtney Barnett,14,https://api.spotify.com/v1/search?q=%2520track%3ANeed+A+Little+Time%2520artist%3ACourtney+Barnett%2520&type=track,38O0SN9P3sC0UFLsgLqLju
Courtney+Barnett,Nobody+Really+Cares+If+You+Don+t+Go+To+The+Party,Courtney Barnett,26,https://api.spotify.com/v1/search?q=%2520track%3ANobody+Really+Cares+If+You+Don+t+Go+To+The+Party%2520artist%3ACourtney+Barnett%2520&type=track,4DJamulehuGcPiPOaQlCAa
Courtney+Barnett,Pedestrian+at+Best,Courtney Barnett,17,https://api.spotify.com/v1/search?q=%2520track%3APedestrian+at+Best%2520artist%3ACourtney+Barnett%2520&type=track,7gsn3NxWLA0s0g9TmQlMri
Courtney+Barnett+And+Kurt+Vile,Over+Everything,Courtney Barnett And Kurt Vile,16,https://api.spotify.com/v1/search?q=%2520track%3AOver+Everything%2520artist%3ACourtney+Barnett+And+Kurt+Vile%2520&type=track,72EIWFWM88oEnIgxQEoqQz
Cowboy+Junkies,Misguided+Angel,Cowboy Junkies,6,https://api.spotify.com/v1/search?q=%2520track%3AMisguided+Angel%2520artist%3ACowboy+Junkies%2520&type=track,0RLo5RT9uqDCwkRVUJZDwQ
Cowboy+Junkies,Sweet+Jane,Cowboy Junkies,15,https://api.spotify.com/v1/search?q=%2520track%3ASweet+Jane%2520artist%3ACowboy+Junkies%2520&type=track,71OzN2JM6BoQD3JO9hiJFi
Cracker,Low,Cracker,13,https://api.spotify.com/v1/search?q=%2520track%3ALow%2520artist%3ACracker%2520&type=track,6ctbCIikHbC6tSOL1rewQX
Cracker,Teen+Angst++What+The+World+Needs+Now+,Cracker,12,https://api.spotify.com/v1/search?q=%2520track%3ATeen+Angst++What+The+World+Needs+Now+%2520artist%3ACracker%2520&type=track,21gRGP5LdIgto8sznRZ7xz
Craig+Finn,Something+To+Hope+For,Craig Finn,72,https://api.spotify.com/v1/search?q=%2520track%3ASomething+To+Hope+For%2520artist%3ACraig+Finn%2520&type=track,6WAJ4MnIAm3AaOQl0UkGHO
Cream,I+Feel+Free,Cream,6,https://api.spotify.com/v1/search?q=%2520track%3AI+Feel+Free%2520artist%3ACream%2520&type=track,62nYkaIBesfvQSSwTjPnYS
Cream,Sunshine+Of+Your+Love,Cream,8,https://api.spotify.com/v1/search?q=%2520track%3ASunshine+Of+Your+Love%2520artist%3ACream%2520&type=track,2K2M0TcglCRLLpFOzKeFZA
Creedence+Clearwater+Revival,Fortunate+Son,Creedence Clearwater Revival,9,https://api.spotify.com/v1/search?q=%2520track%3AFortunate+Son%2520artist%3ACreedence+Clearwater+Revival%2520&type=track,4pa2MVIzM111QSg0i4yncf
Cuco,Hydrocodone,Cuco,170,https://api.spotify.com/v1/search?q=%2520track%3AHydrocodone%2520artist%3ACuco%2520&type=track,36Uc6BhILjfe4VTgweoHZj
Curtis+Mayfield,Freddie+s+Dead,Curtis Mayfield,6,https://api.spotify.com/v1/search?q=%2520track%3AFreddie+s+Dead%2520artist%3ACurtis+Mayfield%2520&type=track,2ouFIPC3O1HNBcVTw1d9AN
Curtis+Mayfield,Superfly,Curtis Mayfield,10,https://api.spotify.com/v1/search?q=%2520track%3ASuperfly%2520artist%3ACurtis+Mayfield%2520&type=track,4XsH9zBWPOCdXoH9ZDdS8r
Curtis+Mayfield,We+Got+To+Have+Peace,Curtis Mayfield,6,https://api.spotify.com/v1/search?q=%2520track%3AWe+Got+To+Have+Peace%2520artist%3ACurtis+Mayfield%2520&type=track,0MHXrqn909p0LRTPsNsGEi
D+Angelo,Untitled++How+Does+It+Feel+,D'Angelo,6,https://api.spotify.com/v1/search?q=%2520track%3AUntitled++How+Does+It+Feel+%2520artist%3AD+Angelo%2520&type=track,4oPNN7syJYSjzDhRerF966
D+Angelo+And+The+Vanguard,Sugah+Daddy,D'Angelo And The Vanguard,13,https://api.spotify.com/v1/search?q=%2520track%3ASugah+Daddy%2520artist%3AD+Angelo+And+The+Vanguard%2520&type=track,53l4LGUeZKCDZI1u25kQDN
DIIV,Skin+Game,DIIV,49,https://api.spotify.com/v1/search?q=%2520track%3ASkin+Game%2520artist%3ADIIV%2520&type=track,2EDFBDvuRmq9T4uvU4A9eI
DJ+Jazzy+Jeff+And+The+Fresh+Prince,Summertime,DJ Jazzy Jeff And The Fresh Prince,8,https://api.spotify.com/v1/search?q=%2520track%3ASummertime%2520artist%3ADJ+Jazzy+Jeff+And+The+Fresh+Prince%2520&type=track,20XdEFyaUR9C7aDIdq2OAd
DJ+Shadow,Nobody+Speak+feat++Run+The+Jewels,DJ Shadow,14,https://api.spotify.com/v1/search?q=%2520track%3ANobody+Speak+feat++Run+The+Jewels%2520artist%3ADJ+Shadow%2520&type=track,7Gc9OoiYsUrByC8tzD7kYY
DJ+Shadow,Rocket+Fuel+feat++De+La+Soul,DJ Shadow,179,https://api.spotify.com/v1/search?q=%2520track%3ARocket+Fuel+feat++De+La+Soul%2520artist%3ADJ+Shadow%2520&type=track,5YRIDSxRVa1ErAVmjJARcR
DJ+Shadow,What+Does+Your+Soul+Look+Like+Pt++4,DJ Shadow,10,https://api.spotify.com/v1/search?q=%2520track%3AWhat+Does+Your+Soul+Look+Like+Pt++4%2520artist%3ADJ+Shadow%2520&type=track,3tl0QvtdpgG4gMYplQvur6
Daft+Punk,Around+The+World,Daft Punk,8,https://api.spotify.com/v1/search?q=%2520track%3AAround+The+World%2520artist%3ADaft+Punk%2520&type=track,1pKYYY0dkg23sQQXi0Q5zN
Daft+Punk,Da+Funk,Daft Punk,9,https://api.spotify.com/v1/search?q=%2520track%3ADa+Funk%2520artist%3ADaft+Punk%2520&type=track,0MyY4WcN7DIfbSmp5yej5z
Daft+Punk,Doin++It+Right+feat++Panda+Bear,Daft Punk,14,https://api.spotify.com/v1/search?q=%2520track%3ADoin++It+Right+feat++Panda+Bear%2520artist%3ADaft+Punk%2520&type=track,36c4JohayB9qd64eidQMBi
Daft+Punk,Get+Lucky,Daft Punk,15,https://api.spotify.com/v1/search?q=%2520track%3AGet+Lucky%2520artist%3ADaft+Punk%2520&type=track,2Foc5Q5nqNiosCNqttzHof
Daft+Punk,Harder++Better++Faster++Stronger,Daft Punk,17,https://api.spotify.com/v1/search?q=%2520track%3AHarder++Better++Faster++Stronger%2520artist%3ADaft+Punk%2520&type=track,5W3cjX2J3tjhG8zb6u0qHn
Daft+Punk,Lose+Yourself+To+Dance+feat++Pharrell+Williams,Daft Punk,15,https://api.spotify.com/v1/search?q=%2520track%3ALose+Yourself+To+Dance+feat++Pharrell+Williams%2520artist%3ADaft+Punk%2520&type=track,5CMjjywI0eZMixPeqNd75R
Daft+Punk,One+More+Time,Daft Punk,14,https://api.spotify.com/v1/search?q=%2520track%3AOne+More+Time%2520artist%3ADaft+Punk%2520&type=track,0DiWol3AO6WpXZgp0goxAV
Dan+Auerbach,Shine+On+Me,Dan Auerbach,20,https://api.spotify.com/v1/search?q=%2520track%3AShine+On+Me%2520artist%3ADan+Auerbach%2520&type=track,3SFWCLORNGjFCwBfv3ysgy
Dan+Auerbach,Stand+By+My+Girl,Dan Auerbach,15,https://api.spotify.com/v1/search?q=%2520track%3AStand+By+My+Girl%2520artist%3ADan+Auerbach%2520&type=track,38qu2X35K2g1HWfaksYQ4K
Dan+Auerbach,Waiting+On+A+Song,Dan Auerbach,11,https://api.spotify.com/v1/search?q=%2520track%3AWaiting+On+A+Song%2520artist%3ADan+Auerbach%2520&type=track,3MJov5mT64K42o1Rffhblq
Dan+Israel,125,Dan Israel,6,https://api.spotify.com/v1/search?q=%2520track%3A125%2520artist%3ADan+Israel%2520&type=track,1yL7ZNoLfHRiWioaV6QLvD
Dan+Wilson,Free+Life,Dan Wilson,13,https://api.spotify.com/v1/search?q=%2520track%3AFree+Life%2520artist%3ADan+Wilson%2520&type=track,330Kzw5pmUVxn3AAd66Zd9
Daniel+Norgren,Dandelion+Time,Daniel Norgren,6,https://api.spotify.com/v1/search?q=%2520track%3ADandelion+Time%2520artist%3ADaniel+Norgren%2520&type=track,6QH2MQ4lqGQqqpO5R3OJpY
Daniel+Norgren,Rolling+Rolling+Rolling,Daniel Norgren,6,https://api.spotify.com/v1/search?q=%2520track%3ARolling+Rolling+Rolling%2520artist%3ADaniel+Norgren%2520&type=track,78yOXcy6kHN2Fi7cNeOXCi
Dave+Brubeck+Quartet,Take+Five,Dave Brubeck Quartet,7,https://api.spotify.com/v1/search?q=%2520track%3ATake+Five%2520artist%3ADave+Brubeck+Quartet%2520&type=track,1YQWosTIljIvxAgHWTp7KP
David+Bowie,1984,David Bowie,6,https://api.spotify.com/v1/search?q=%2520track%3A1984%2520artist%3ADavid+Bowie%2520&type=track,7Jh1bpe76CNTCgdgAdBw4Z
David+Bowie,Ashes+To+Ashes,David Bowie,11,https://api.spotify.com/v1/search?q=%2520track%3AAshes+To+Ashes%2520artist%3ADavid+Bowie%2520&type=track,37CRPk0L5ZpfPeePEPwE0t
David+Bowie,Black+Country+Rock,David Bowie,7,https://api.spotify.com/v1/search?q=%2520track%3ABlack+Country+Rock%2520artist%3ADavid+Bowie%2520&type=track,0y5akbuW5mCnnUe71xATpe
David+Bowie,Boys+Keep+Swinging,David Bowie,9,https://api.spotify.com/v1/search?q=%2520track%3ABoys+Keep+Swinging%2520artist%3ADavid+Bowie%2520&type=track,5NXCDF2wyPv06X54abGTcp
David+Bowie,Changes,David Bowie,15,https://api.spotify.com/v1/search?q=%2520track%3AChanges%2520artist%3ADavid+Bowie%2520&type=track,0LrwgdLsFaWh9VXIjBRe8t
David+Bowie,DJ,David Bowie,15,https://api.spotify.com/v1/search?q=%2520track%3ADJ%2520artist%3ADavid+Bowie%2520&type=track,NA
David+Bowie,Fame,David Bowie,18,https://api.spotify.com/v1/search?q=%2520track%3AFame%2520artist%3ADavid+Bowie%2520&type=track,1PehfITh0TTRx3LkDdV4h3
David+Bowie,Fashion,David Bowie,12,https://api.spotify.com/v1/search?q=%2520track%3AFashion%2520artist%3ADavid+Bowie%2520&type=track,1MMYuuvnD3O9Sn90gDabv9
David+Bowie,Five+Years,David Bowie,7,https://api.spotify.com/v1/search?q=%2520track%3AFive+Years%2520artist%3ADavid+Bowie%2520&type=track,1JIzFhI9Lt5FyslawmHCBi
David+Bowie,Golden+Years,David Bowie,18,https://api.spotify.com/v1/search?q=%2520track%3AGolden+Years%2520artist%3ADavid+Bowie%2520&type=track,4JRem7xHp2l0kmUvt9zCKu
David+Bowie,Hang+Onto+Yourself,David Bowie,13,https://api.spotify.com/v1/search?q=%2520track%3AHang+Onto+Yourself%2520artist%3ADavid+Bowie%2520&type=track,1dWoKufYqWrjfxYhFnHyMP
David+Bowie,Heroes,David Bowie,20,https://api.spotify.com/v1/search?q=%2520track%3AHeroes%2520artist%3ADavid+Bowie%2520&type=track,0drIOvDnBMUHKDXWPLecqk
David+Bowie,I+Can+t+Give+Everything+Away,David Bowie,27,https://api.spotify.com/v1/search?q=%2520track%3AI+Can+t+Give+Everything+Away%2520artist%3ADavid+Bowie%2520&type=track,4iXSEbAYfD0G4bqTkQCfSn
David+Bowie,I+m+Afraid+Of+Americans,David Bowie,15,https://api.spotify.com/v1/search?q=%2520track%3AI+m+Afraid+Of+Americans%2520artist%3ADavid+Bowie%2520&type=track,3v75DgGrZYFH8ry6F20957
David+Bowie,John++I+m+Only+Dancing,David Bowie,6,https://api.spotify.com/v1/search?q=%2520track%3AJohn++I+m+Only+Dancing%2520artist%3ADavid+Bowie%2520&type=track,6HnFPoxGjTsXe9AZO4rrvd
David+Bowie,Lazarus,David Bowie,14,https://api.spotify.com/v1/search?q=%2520track%3ALazarus%2520artist%3ADavid+Bowie%2520&type=track,7rFN0DhIFPjAWG1EaHO2F0
David+Bowie,Let+s+Dance,David Bowie,6,https://api.spotify.com/v1/search?q=%2520track%3ALet+s+Dance%2520artist%3ADavid+Bowie%2520&type=track,3ix6K4wZY29bCujrSznwFZ
David+Bowie,Life+On+Mars+,David Bowie,17,https://api.spotify.com/v1/search?q=%2520track%3ALife+On+Mars+%2520artist%3ADavid+Bowie%2520&type=track,3ZE3wv8V3w2T2f7nOCjV0N
David+Bowie,Look+Back+In+Anger,David Bowie,6,https://api.spotify.com/v1/search?q=%2520track%3ALook+Back+In+Anger%2520artist%3ADavid+Bowie%2520&type=track,3Ol2xnObFdKV9pmRD2t9x8
David+Bowie,Modern+Love,David Bowie,7,https://api.spotify.com/v1/search?q=%2520track%3AModern+Love%2520artist%3ADavid+Bowie%2520&type=track,3gxEZXUjrNbl3TlSrTGbR5
David+Bowie,Moonage+Daydream,David Bowie,14,https://api.spotify.com/v1/search?q=%2520track%3AMoonage+Daydream%2520artist%3ADavid+Bowie%2520&type=track,6mib3N4E8PZHAGQ3xy7bho
David+Bowie,Oh++You+Pretty+Things,David Bowie,15,https://api.spotify.com/v1/search?q=%2520track%3AOh++You+Pretty+Things%2520artist%3ADavid+Bowie%2520&type=track,7Js4OF5MUb2bqJe09g4uQE
David+Bowie,Panic+In+Detroit,David Bowie,12,https://api.spotify.com/v1/search?q=%2520track%3APanic+In+Detroit%2520artist%3ADavid+Bowie%2520&type=track,39H1xVrwxDjeIzq4WMYIod
David+Bowie,Queen+Bitch,David Bowie,6,https://api.spotify.com/v1/search?q=%2520track%3AQueen+Bitch%2520artist%3ADavid+Bowie%2520&type=track,2RDXq7AwoEpvrjsXe4zlUc
David+Bowie,Rebel+Rebel,David Bowie,22,https://api.spotify.com/v1/search?q=%2520track%3ARebel+Rebel%2520artist%3ADavid+Bowie%2520&type=track,2EC9IJj7g0mN1Q5VrZkiYY
David+Bowie,Rock++N++Roll+Suicide,David Bowie,6,https://api.spotify.com/v1/search?q=%2520track%3ARock++N++Roll+Suicide%2520artist%3ADavid+Bowie%2520&type=track,1k5iH4KDKi56MFvlnrALNV
David+Bowie,Scary+Monsters++And+Super+Creeps+,David Bowie,6,https://api.spotify.com/v1/search?q=%2520track%3AScary+Monsters++And+Super+Creeps+%2520artist%3ADavid+Bowie%2520&type=track,4mm9p1NTNBYnyA89jfss3Z
David+Bowie,Sound+And+Vision,David Bowie,14,https://api.spotify.com/v1/search?q=%2520track%3ASound+And+Vision%2520artist%3ADavid+Bowie%2520&type=track,1vP2JEXRsGrFbwOZ0foOQ5
David+Bowie,Space+Oddity,David Bowie,15,https://api.spotify.com/v1/search?q=%2520track%3ASpace+Oddity%2520artist%3ADavid+Bowie%2520&type=track,72Z17vmmeQKAg8bptWvpVG
David+Bowie,Star,David Bowie,7,https://api.spotify.com/v1/search?q=%2520track%3AStar%2520artist%3ADavid+Bowie%2520&type=track,0pQskrTITgmCMyr85tb9qq
David+Bowie,Starman,David Bowie,17,https://api.spotify.com/v1/search?q=%2520track%3AStarman%2520artist%3ADavid+Bowie%2520&type=track,0pQskrTITgmCMyr85tb9qq
David+Bowie,Suffragette+City,David Bowie,6,https://api.spotify.com/v1/search?q=%2520track%3ASuffragette+City%2520artist%3ADavid+Bowie%2520&type=track,6SyTVWqmBOZQZhQLE6qVTD
David+Bowie,TVC+15,David Bowie,6,https://api.spotify.com/v1/search?q=%2520track%3ATVC+15%2520artist%3ADavid+Bowie%2520&type=track,1MMYuuvnD3O9Sn90gDabv9
David+Bowie,The+Jean+Genie,David Bowie,16,https://api.spotify.com/v1/search?q=%2520track%3AThe+Jean+Genie%2520artist%3ADavid+Bowie%2520&type=track,6uZtMNTfU5u8w6fsnXeOdb
David+Bowie,The+Man+Who+Sold+The+World,David Bowie,15,https://api.spotify.com/v1/search?q=%2520track%3AThe+Man+Who+Sold+The+World%2520artist%3ADavid+Bowie%2520&type=track,15VRO9CQwMpbqUYA7e6Hwg
David+Bowie,Young+Americans,David Bowie,15,https://api.spotify.com/v1/search?q=%2520track%3AYoung+Americans%2520artist%3ADavid+Bowie%2520&type=track,7uPmQttafLiJyju14JREY4
David+Bowie,Ziggy+Stardust,David Bowie,11,https://api.spotify.com/v1/search?q=%2520track%3AZiggy+Stardust%2520artist%3ADavid+Bowie%2520&type=track,5IyL3XOaRPpTgxVjRIAxXU
David+Byrne,Every+Day+Is+A+Miracle,David Byrne,7,https://api.spotify.com/v1/search?q=%2520track%3AEvery+Day+Is+A+Miracle%2520artist%3ADavid+Byrne%2520&type=track,7wXJyWtRktzx7shORVNX5B
David+Byrne,Everybody+s+Coming+To+My+House,David Byrne,35,https://api.spotify.com/v1/search?q=%2520track%3AEverybody+s+Coming+To+My+House%2520artist%3ADavid+Byrne%2520&type=track,05eGgfS1empJmZDTDY6U7t
David+Byrne+And+Brian+Eno,Strange+Overtones,David Byrne And Brian Eno,10,https://api.spotify.com/v1/search?q=%2520track%3AStrange+Overtones%2520artist%3ADavid+Byrne+And+Brian+Eno%2520&type=track,7wXJyWtRktzx7shORVNX5B
David+Huckfelt,King+Whirl,David Huckfelt,6,https://api.spotify.com/v1/search?q=%2520track%3AKing+Whirl%2520artist%3ADavid+Huckfelt%2520&type=track,2rYanp60SFSIhKHG9xUK2z
David+Huckfelt,Stranger+Angels,David Huckfelt,29,https://api.spotify.com/v1/search?q=%2520track%3AStranger+Angels%2520artist%3ADavid+Huckfelt%2520&type=track,7KY1ThE9Y5eghPQkYkAdQM
Davina+And+The+Vagabonds,I+Cant+Believe+I+Let+You+Go,Davina And The Vagabonds,72,https://api.spotify.com/v1/search?q=%2520track%3AI+Cant+Believe+I+Let+You+Go%2520artist%3ADavina+And+The+Vagabonds%2520&type=track,5XKOigHZZ1IeXzY7STz0AN
Davina+And+The+Vagabonds,Little+Miss+Moonshine,Davina And The Vagabonds,10,https://api.spotify.com/v1/search?q=%2520track%3ALittle+Miss+Moonshine%2520artist%3ADavina+And+The+Vagabonds%2520&type=track,5JCVuYzlGGeXn2AJ5xH8cW
Dawes,All+Your+Favorite+Bands,Dawes,11,https://api.spotify.com/v1/search?q=%2520track%3AAll+Your+Favorite+Bands%2520artist%3ADawes%2520&type=track,0HOvoZ4m0aJp6vY4fVrI51
Dawes,From+A+Window+Seat,Dawes,9,https://api.spotify.com/v1/search?q=%2520track%3AFrom+A+Window+Seat%2520artist%3ADawes%2520&type=track,5FlMdc5aNeDS9mf6dYpnJX
Dawes,If+I+Wanted+Someone,Dawes,9,https://api.spotify.com/v1/search?q=%2520track%3AIf+I+Wanted+Someone%2520artist%3ADawes%2520&type=track,5QCbw0kC3s3mDwcrF6u58d
Dawes,Living+In+The+Future,Dawes,10,https://api.spotify.com/v1/search?q=%2520track%3ALiving+In+The+Future%2520artist%3ADawes%2520&type=track,08wbZAPUMj2BrzPuvAUBCA
Dawes,That+Western+Skyline,Dawes,12,https://api.spotify.com/v1/search?q=%2520track%3AThat+Western+Skyline%2520artist%3ADawes%2520&type=track,7BK1LA81KfPFy66LAwXoKj
Dawes,Things+Happen,Dawes,10,https://api.spotify.com/v1/search?q=%2520track%3AThings+Happen%2520artist%3ADawes%2520&type=track,2SYvX2G6D5SD6BpijIOBpG
Dawes,Time+Spent+In+Los+Angeles,Dawes,10,https://api.spotify.com/v1/search?q=%2520track%3ATime+Spent+In+Los+Angeles%2520artist%3ADawes%2520&type=track,51Pb9mDnaerOCIgUBK521w
Dawes,When+My+Time+Comes,Dawes,11,https://api.spotify.com/v1/search?q=%2520track%3AWhen+My+Time+Comes%2520artist%3ADawes%2520&type=track,2bit43ZeiBbbiHUtyWuthM
De+La+Soul,A+Rollerskating+Jam+Called+Saturday,De La Soul,8,https://api.spotify.com/v1/search?q=%2520track%3AA+Rollerskating+Jam+Called+Saturday%2520artist%3ADe+La+Soul%2520&type=track,1ihXWWbKNIrb7S7ERA6Qcb
De+La+Soul,Freedom+Of+Speak,De La Soul,6,https://api.spotify.com/v1/search?q=%2520track%3AFreedom+Of+Speak%2520artist%3ADe+La+Soul%2520&type=track,5pQZullzXsixizZmBcmXhy
De+La+Soul,Me++Myself++And+I,De La Soul,18,https://api.spotify.com/v1/search?q=%2520track%3AMe++Myself++And+I%2520artist%3ADe+La+Soul%2520&type=track,792UwI6utk5DMQUT1KXa5E
De+La+Soul,Pain+feat++Snoop+Dogg,De La Soul,15,https://api.spotify.com/v1/search?q=%2520track%3APain+feat++Snoop+Dogg%2520artist%3ADe+La+Soul%2520&type=track,6eLSYGoJhXsR6ZhQEtTC3o
DeVotchKa,How+It+Ends,DeVotchKa,6,https://api.spotify.com/v1/search?q=%2520track%3AHow+It+Ends%2520artist%3ADeVotchKa%2520&type=track,59Ss6VuU0ML2mbb2Px70rt
DeVotchKa,Queen+Of+The+Surface+Streets,DeVotchKa,14,https://api.spotify.com/v1/search?q=%2520track%3AQueen+Of+The+Surface+Streets%2520artist%3ADeVotchKa%2520&type=track,0DzNSw9Pp1yKJZynNBM8uy
DeVotchKa,Straight+Shot,DeVotchKa,28,https://api.spotify.com/v1/search?q=%2520track%3AStraight+Shot%2520artist%3ADeVotchKa%2520&type=track,5wnUzbcqd0mWqvMyyNdHRp
Dead+Boys,Sonic+Reducer,Dead Boys,6,https://api.spotify.com/v1/search?q=%2520track%3ASonic+Reducer%2520artist%3ADead+Boys%2520&type=track,678Fh7cIfN1sLqxsj5sc2G
Dead+Kennedys,California+Uber+Alles,Dead Kennedys,13,https://api.spotify.com/v1/search?q=%2520track%3ACalifornia+Uber+Alles%2520artist%3ADead+Kennedys%2520&type=track,5szJ8SMwQVEvvdk65w6M6g
Deap+Vally,Smile+More,Deap Vally,29,https://api.spotify.com/v1/search?q=%2520track%3ASmile+More%2520artist%3ADeap+Vally%2520&type=track,3WClUYzwtJAk35IFXCuhEp
Death+Cab+For+Cutie,60+And+Punk,Death Cab For Cutie,80,https://api.spotify.com/v1/search?q=%2520track%3A60+And+Punk%2520artist%3ADeath+Cab+For+Cutie%2520&type=track,3kZC0ZmFWrEHdUCmUqlvgZ
Death+Cab+For+Cutie,Black+Sun,Death Cab For Cutie,10,https://api.spotify.com/v1/search?q=%2520track%3ABlack+Sun%2520artist%3ADeath+Cab+For+Cutie%2520&type=track,59FC22eN2Syt9bbv2d6393
Death+Cab+For+Cutie,Crooked+Teeth,Death Cab For Cutie,11,https://api.spotify.com/v1/search?q=%2520track%3ACrooked+Teeth%2520artist%3ADeath+Cab+For+Cutie%2520&type=track,1crbFuCkGL4kXnAGd63RXq
Death+Cab+For+Cutie,Gold+Rush,Death Cab For Cutie,49,https://api.spotify.com/v1/search?q=%2520track%3AGold+Rush%2520artist%3ADeath+Cab+For+Cutie%2520&type=track,6x9VaGUbiSRvkLEdjeqjsN
Death+Cab+For+Cutie,I+Dreamt+We+Spoke+Again,Death Cab For Cutie,62,https://api.spotify.com/v1/search?q=%2520track%3AI+Dreamt+We+Spoke+Again%2520artist%3ADeath+Cab+For+Cutie%2520&type=track,6TRQPx5Z0YZ0pCQX7JbtlS
Death+Cab+For+Cutie,I+Will+Follow+You+into+The+Dark,Death Cab For Cutie,10,https://api.spotify.com/v1/search?q=%2520track%3AI+Will+Follow+You+into+The+Dark%2520artist%3ADeath+Cab+For+Cutie%2520&type=track,77vYwoC7e3pVoPq8BA9CuL
Death+Cab+For+Cutie,I+Will+Possess+Your+Heart,Death Cab For Cutie,12,https://api.spotify.com/v1/search?q=%2520track%3AI+Will+Possess+Your+Heart%2520artist%3ADeath+Cab+For+Cutie%2520&type=track,77vYwoC7e3pVoPq8BA9CuL
Death+Cab+For+Cutie,Kids+In++99,Death Cab For Cutie,39,https://api.spotify.com/v1/search?q=%2520track%3AKids+In++99%2520artist%3ADeath+Cab+For+Cutie%2520&type=track,5yc59J3MR3tVDPTOgwgRI5
