artist,title,Artist,n,"str_replace_all(artist, ""[[:punct:]]"", "" "")",URI,spotifyID,tempo
Night%2520Moves,Horses,Night Moves,281,Night Moves,https://api.spotify.com/v1/audio-features/3Jtn0oLAGr0KFA5J8CaT4C,3Jtn0oLAGr0KFA5J8CaT4C,NA
The%2520Roots,Make%2520My,The Roots,281,The Roots,https://api.spotify.com/v1/audio-features/6HxweNytuEQdmGeVtZPZz3,6HxweNytuEQdmGeVtZPZz3,111.121
The%2520Soft%2520Pack,Answer%2520To%2520Yourself,The Soft Pack,281,The Soft Pack,https://api.spotify.com/v1/audio-features/7uGKKakgMQNoNupY0JDWcK,7uGKKakgMQNoNupY0JDWcK,NA
Big%2520Boi,Shutterbugg,Big Boi,280,Big Boi,https://api.spotify.com/v1/audio-features/6llAqB4o2GS2Sx0rKvDIK0,6llAqB4o2GS2Sx0rKvDIK0,NA
Dr.%2520Dog,Lonesome,Dr. Dog,280,Dr  Dog,https://api.spotify.com/v1/audio-features/4J9GV7tAOv2Al5Ttrc4tPD,4J9GV7tAOv2Al5Ttrc4tPD,NA
Har%2520Mar%2520Superstar,Youth%2520Without%2520Love,Har Mar Superstar,280,Har Mar Superstar,https://api.spotify.com/v1/audio-features/4dWltT1kwOojQQyZJMs5tw,4dWltT1kwOojQQyZJMs5tw,148.962
Japandroids,Near%2520To%2520The%2520Wild%2520Heart%2520Of%2520Life,Japandroids,280,Japandroids,https://api.spotify.com/v1/audio-features/4aQSJS43Lwfc6egUwKbXhb,4aQSJS43Lwfc6egUwKbXhb,181.958
Passion%2520Pit,Constant%2520Conversations,Passion Pit,280,Passion Pit,https://api.spotify.com/v1/audio-features/4Sfa7hdVkqlM8UW5LsSY3F,4Sfa7hdVkqlM8UW5LsSY3F,NA
The%2520Hold%2520Steady,Hurricane%2520J,The Hold Steady,280,The Hold Steady,https://api.spotify.com/v1/audio-features/1UOetxsHH54HcvovvtPkmX,1UOetxsHH54HcvovvtPkmX,NA
Interpol,All%2520The%2520Rage%2520%2520Back%2520Home%2520,Interpol,279,Interpol,https://api.spotify.com/v1/audio-features/1fBnzFTxI1wqtU0ZR1pxrf,1fBnzFTxI1wqtU0ZR1pxrf,125.116
Real%2520Estate,It%2520s%2520Real,Real Estate,279,Real Estate,https://api.spotify.com/v1/audio-features/6q9NCdijVIwIzPwTfKn3zC,6q9NCdijVIwIzPwTfKn3zC,NA
St.%2520Vincent,Actor%2520Out%2520Of%2520Work,St. Vincent,279,St  Vincent,https://api.spotify.com/v1/audio-features/1w8krEiwe6FsADhCDzsazP,1w8krEiwe6FsADhCDzsazP,NA
Atmosphere,Just%2520For%2520Show,Atmosphere,278,Atmosphere,https://api.spotify.com/v1/audio-features/6f2CmmgE9LM9MpyF5qJVu9,6f2CmmgE9LM9MpyF5qJVu9,NA
Bully,Milkman,Bully,278,Bully,https://api.spotify.com/v1/audio-features/3CkFSnpFSzHH72EPUW9nAe,3CkFSnpFSzHH72EPUW9nAe,NA
Cage%2520The%2520Elephant,Come%2520A%2520Little%2520Closer,Cage The Elephant,278,Cage The Elephant,https://api.spotify.com/v1/audio-features/7BY2juS1phGDJV4Qspg5zE,7BY2juS1phGDJV4Qspg5zE,NA
Coldplay,Paradise,Coldplay,278,Coldplay,https://api.spotify.com/v1/audio-features/6nek1Nin9q48AVZcWs9e9D,6nek1Nin9q48AVZcWs9e9D,NA
Drive-By%2520Truckers,Surrender%2520Under%2520Protest,Drive-By Truckers,278,Drive By Truckers,https://api.spotify.com/v1/audio-features/0cg3fUhXnhKSxBIfaprbIR,0cg3fUhXnhKSxBIfaprbIR,NA
Kings%2520Go%2520Forth,One%2520Day,Kings Go Forth,278,Kings Go Forth,https://api.spotify.com/v1/audio-features/5WtdLOSLk1tuAifMaqQjX7,5WtdLOSLk1tuAifMaqQjX7,NA
Portugal%2520The%2520Man,Purple%2520Yellow%2520Red%2520And%2520Blue,Portugal The Man,278,Portugal The Man,https://api.spotify.com/v1/audio-features/4WMuY659P2MKnoW40oGXe8,4WMuY659P2MKnoW40oGXe8,NA
Kurt%2520Vile,I%2520m%2520An%2520Outlaw,Kurt Vile,277,Kurt Vile,https://api.spotify.com/v1/audio-features/45Xvb251X5qepFfk8vwW68,45Xvb251X5qepFfk8vwW68,NA
Punch%2520Brothers,Movement%2520And%2520Location,Punch Brothers,277,Punch Brothers,https://api.spotify.com/v1/audio-features/06emEO5Meg6iHxA0Yre15n,06emEO5Meg6iHxA0Yre15n,NA
Queens%2520Of%2520The%2520Stone%2520Age,The%2520Way%2520You%2520Used%2520To%2520Do,Queens Of The Stone Age,277,Queens Of The Stone Age,https://api.spotify.com/v1/audio-features/6NvRxjfYkkT2SpirAlmsjH,6NvRxjfYkkT2SpirAlmsjH,NA
Sharon%2520Van%2520Etten,One%2520Day,Sharon Van Etten,277,Sharon Van Etten,https://api.spotify.com/v1/audio-features/5jZoYp0P8ML7AxkS3tQz3j,5jZoYp0P8ML7AxkS3tQz3j,NA
The%2520Breeders,Wait%2520In%2520The%2520Car,The Breeders,277,The Breeders,https://api.spotify.com/v1/audio-features/1KdwPeY1WRWQGHCmRJTveb,1KdwPeY1WRWQGHCmRJTveb,NA
Ben%2520Folds,Phone%2520In%2520A%2520Pool,Ben Folds,276,Ben Folds,https://api.spotify.com/v1/audio-features/4jKq1e80xAYixkIwt6YyV1,4jKq1e80xAYixkIwt6YyV1,NA
Brandi%2520Carlile,The%2520Things%2520I%2520Regret,Brandi Carlile,276,Brandi Carlile,https://api.spotify.com/v1/audio-features/0EKBV6GybPtALXUgWqWrym,0EKBV6GybPtALXUgWqWrym,93.621
Cage%2520The%2520Elephant,Spiderhead,Cage The Elephant,276,Cage The Elephant,https://api.spotify.com/v1/audio-features/4iexEVpLzRSsE7jBH5ntc2,4iexEVpLzRSsE7jBH5ntc2,91.037
Queens%2520Of%2520The%2520Stone%2520Age,I%2520Sat%2520By%2520The%2520Ocean,Queens Of The Stone Age,276,Queens Of The Stone Age,https://api.spotify.com/v1/audio-features/6NvRxjfYkkT2SpirAlmsjH,6NvRxjfYkkT2SpirAlmsjH,170.889
Tame%2520Impala,Apocalypse%2520Dreams,Tame Impala,276,Tame Impala,https://api.spotify.com/v1/audio-features/6mn0sw5UCR6DHZtuB82ft7,6mn0sw5UCR6DHZtuB82ft7,127.8
The%2520Dead%2520Weather,I%2520Cut%2520Like%2520A%2520Buffalo,The Dead Weather,276,The Dead Weather,https://api.spotify.com/v1/audio-features/0QyBdoz2JktWEo111DBEx9,0QyBdoz2JktWEo111DBEx9,NA
The%2520New%2520Pornographers,Brill%2520Bruisers,The New Pornographers,276,The New Pornographers,https://api.spotify.com/v1/audio-features/4YWPIITaOug4snnvYeVq2b,4YWPIITaOug4snnvYeVq2b,NA
Brandi%2520Carlile,The%2520Eye,Brandi Carlile,275,Brandi Carlile,https://api.spotify.com/v1/audio-features/0EKBV6GybPtALXUgWqWrym,0EKBV6GybPtALXUgWqWrym,NA
Bright%2520Eyes,Shell%2520Games,Bright Eyes,275,Bright Eyes,https://api.spotify.com/v1/audio-features/5jtjmR2wIW5tJTSgc1uQzG,5jtjmR2wIW5tJTSgc1uQzG,133.165
Disclosure,Magnets%2520feat%2520%2520Lorde,Disclosure,275,Disclosure,https://api.spotify.com/v1/audio-features/7nRmfGNhHKEEu5o8yFXLXt,7nRmfGNhHKEEu5o8yFXLXt,92.005
Empire%2520Of%2520The%2520Sun,Walking%2520On%2520A%2520Dream,Empire Of The Sun,275,Empire Of The Sun,https://api.spotify.com/v1/audio-features/5r5cp9IpziiIsR6b93vcnQ,5r5cp9IpziiIsR6b93vcnQ,126.975
Foals,My%2520Number,Foals,275,Foals,https://api.spotify.com/v1/audio-features/04caEZhAsQKnWqKsMwk9ud,04caEZhAsQKnWqKsMwk9ud,128.072
Jack%2520White,Freedom%2520At%252021,Jack White,275,Jack White,https://api.spotify.com/v1/audio-features/3s3ciLHOXE1xVqGkdxwHPs,3s3ciLHOXE1xVqGkdxwHPs,93.856
Ryan%2520Adams,Do%2520You%2520Still%2520Love%2520Me,Ryan Adams,275,Ryan Adams,https://api.spotify.com/v1/audio-features/0iHR4R5G3eMY595B4IvXfA,0iHR4R5G3eMY595B4IvXfA,90.441
Tame%2520Impala,The%2520Less%2520I%2520Know%2520The%2520Better,Tame Impala,275,Tame Impala,https://api.spotify.com/v1/audio-features/1cCbsojaA6GIT7Y3zuMJ1q,1cCbsojaA6GIT7Y3zuMJ1q,167.608
Brandi%2520Carlile,Wherever%2520Is%2520Your%2520Heart,Brandi Carlile,274,Brandi Carlile,https://api.spotify.com/v1/audio-features/1kiWXhS6AMJOtU4DPUh0mq,1kiWXhS6AMJOtU4DPUh0mq,91.648
Har%2520Mar%2520Superstar,Restless%2520Leg,Har Mar Superstar,274,Har Mar Superstar,https://api.spotify.com/v1/audio-features/1tRipF8otglG45CiFZ8giv,1tRipF8otglG45CiFZ8giv,123.982
JD%2520McPherson,Fire%2520Bug,JD McPherson,274,JD McPherson,https://api.spotify.com/v1/audio-features/7r5V7GyOhmcHWAv5D9YYPn,7r5V7GyOhmcHWAv5D9YYPn,147.301
The%2520Jayhawks,She%2520Walks%2520In%2520So%2520Many%2520Ways,The Jayhawks,274,The Jayhawks,https://api.spotify.com/v1/audio-features/0QPnl3itK95mqi015sFox8,0QPnl3itK95mqi015sFox8,118.988
The%2520Lumineers,Cleopatra,The Lumineers,274,The Lumineers,https://api.spotify.com/v1/audio-features/5ONbCAFFnAJ0YGClEeddcU,5ONbCAFFnAJ0YGClEeddcU,138.361
The%2520Swell%2520Season,Low%2520Rising,The Swell Season,274,The Swell Season,https://api.spotify.com/v1/audio-features/3VPp3qrfCioIbPmp7c7Con,3VPp3qrfCioIbPmp7c7Con,147.705
Andrew%2520Bird,Eyeoneye,Andrew Bird,273,Andrew Bird,https://api.spotify.com/v1/audio-features/0ZpzceyqvyR80ybnz1Y0QE,0ZpzceyqvyR80ybnz1Y0QE,96.747
Dead%2520Man%2520Winter,Destroyer,Dead Man Winter,273,Dead Man Winter,https://api.spotify.com/v1/audio-features/5NyTn307OHKvlWjbNrAHaB,5NyTn307OHKvlWjbNrAHaB,121.801
Dr.%2520Dog,Distant%2520Light,Dr. Dog,273,Dr  Dog,https://api.spotify.com/v1/audio-features/7dKKGLfPUPPp4YsAke8iWE,7dKKGLfPUPPp4YsAke8iWE,82.926
Edward%2520Sharpe%2520And%2520The%2520Magnetic%2520Zeros,Better%2520Days,Edward Sharpe And The Magnetic Zeros,273,Edward Sharpe And The Magnetic Zeros,https://api.spotify.com/v1/audio-features/7KWGfnsUU4Ri46TIvjpAPx,7KWGfnsUU4Ri46TIvjpAPx,111.615
Florence%2520And%2520The%2520Machine,No%2520Light%2520%2520No%2520Light,Florence And The Machine,273,Florence And The Machine,https://api.spotify.com/v1/audio-features/5nkYDYUSb1bvLJ4nP8CnQ1,5nkYDYUSb1bvLJ4nP8CnQ1,131.914
Jeff%2520The%2520Brotherhood,Sixpack,Jeff The Brotherhood,273,Jeff The Brotherhood,https://api.spotify.com/v1/audio-features/40GIPJH3s4PGj89wKFAVom,40GIPJH3s4PGj89wKFAVom,122.518
The%2520Avett%2520Brothers,January%2520Wedding,The Avett Brothers,273,The Avett Brothers,https://api.spotify.com/v1/audio-features/5SPizt6Ifk7nCYaZib1Grb,5SPizt6Ifk7nCYaZib1Grb,101.019
Bob%2520Mould,Voices%2520In%2520My%2520Head,Bob Mould,272,Bob Mould,https://api.spotify.com/v1/audio-features/0SnvI0twJ1Mnh0rJlBRrf0,0SnvI0twJ1Mnh0rJlBRrf0,90.029
Cake,Sick%2520Of%2520You,Cake,272,Cake,https://api.spotify.com/v1/audio-features/5IXdkgrT4lb9sKIb8tbOQ3,5IXdkgrT4lb9sKIb8tbOQ3,92.554
Haley%2520Bonar,Raggedy%2520Man,Haley Bonar,272,Haley Bonar,https://api.spotify.com/v1/audio-features/5iX39cX01DGPLmdWcvX5lP,5iX39cX01DGPLmdWcvX5lP,144.885
Jain,Makeba,Jain,272,Jain,https://api.spotify.com/v1/audio-features/7w7xsrmJnKa4H6gM8tsVNf,7w7xsrmJnKa4H6gM8tsVNf,115.94
Sigur%2520Ros,Isjaki,Sigur Ros,272,Sigur Ros,https://api.spotify.com/v1/audio-features/2hkjEqloiE8FdudIDgUbwJ,2hkjEqloiE8FdudIDgUbwJ,69.381
Trampled%2520By%2520Turtles,Are%2520You%2520Behind%2520The%2520Shining%2520Star,Trampled By Turtles,272,Trampled By Turtles,https://api.spotify.com/v1/audio-features/7z6pDIQFv510mRKfyEjHR1,7z6pDIQFv510mRKfyEjHR1,137.016
Black%2520Box%2520Revelation,High%2520On%2520A%2520Wire,Black Box Revelation,271,Black Box Revelation,https://api.spotify.com/v1/audio-features/1WeNLbQCDJ1JnF5LjReC8t,1WeNLbQCDJ1JnF5LjReC8t,161.121
Fleet%2520Foxes,Grown%2520Ocean,Fleet Foxes,271,Fleet Foxes,https://api.spotify.com/v1/audio-features/5T4GDSTBjPHLyhZ8cobgu6,5T4GDSTBjPHLyhZ8cobgu6,157.9
Michael%2520Franti%2520And%2520Spearhead,Sound%2520Of%2520Sunshine,Michael Franti And Spearhead,271,Michael Franti And Spearhead,https://api.spotify.com/v1/audio-features/6iBWazas8QsDtBnjlXkrXk,6iBWazas8QsDtBnjlXkrXk,97.007
The%2520Avett%2520Brothers,Morning%2520Song,The Avett Brothers,271,The Avett Brothers,https://api.spotify.com/v1/audio-features/1oqnATF6AFH93dCBrDqBTP,1oqnATF6AFH93dCBrDqBTP,134.853
The%2520Black%2520Keys,Sinister%2520Kid,The Black Keys,271,The Black Keys,https://api.spotify.com/v1/audio-features/2og8eXwy0yUKxNoUoskWDT,2og8eXwy0yUKxNoUoskWDT,139.661
The%2520Decemberists,Rox%2520In%2520The%2520Box,The Decemberists,271,The Decemberists,https://api.spotify.com/v1/audio-features/1OSTJFMNAxzJ3fx7D7p6f7,1OSTJFMNAxzJ3fx7D7p6f7,94.333
Zeus,Are%2520You%2520Gonna%2520Waste%2520My%2520Time%2520,Zeus,271,Zeus,https://api.spotify.com/v1/audio-features/2lPE6W6ONJKmBE6hLjpIYo,2lPE6W6ONJKmBE6hLjpIYo,177.024
Antibalas,Dirty%2520Money,Antibalas,270,Antibalas,https://api.spotify.com/v1/audio-features/4kIcaK5ukJ1XwewfuO25XP,4kIcaK5ukJ1XwewfuO25XP,112.785
Eels,New%2520Alphabet,Eels,270,Eels,https://api.spotify.com/v1/audio-features/2aCza0YC7Wy0imbRYOIWwW,2aCza0YC7Wy0imbRYOIWwW,100.006
Gil%2520Scott-Heron,Me%2520And%2520The%2520Devil,Gil Scott-Heron,270,Gil Scott Heron,https://api.spotify.com/v1/audio-features/2qROUDWN1RCJoyiVSr6ifm,2qROUDWN1RCJoyiVSr6ifm,94.986
Of%2520Monsters%2520And%2520Men,Mountain%2520Sound,Of Monsters And Men,270,Of Monsters And Men,https://api.spotify.com/v1/audio-features/60ZGteAEtPCnGE6zevgUcd,60ZGteAEtPCnGE6zevgUcd,102.021
Ryan%2520Adams,Lucky%2520Now,Ryan Adams,270,Ryan Adams,https://api.spotify.com/v1/audio-features/1xLiOXTkAetjRqmPQwELn4,1xLiOXTkAetjRqmPQwELn4,120.301
Wilco,You%2520And%2520I,Wilco,270,Wilco,https://api.spotify.com/v1/audio-features/2fdMAIsNH4wY7RRda8aCfL,2fdMAIsNH4wY7RRda8aCfL,122.189
Asgeir,King%2520And%2520Cross,Asgeir,269,Asgeir,https://api.spotify.com/v1/audio-features/63USNUX5HaTygvykNFo0RB,63USNUX5HaTygvykNFo0RB,99.984
Hippo%2520Campus,Way%2520It%2520Goes,Hippo Campus,269,Hippo Campus,https://api.spotify.com/v1/audio-features/6CES1554HcWMIVroJfmmBm,6CES1554HcWMIVroJfmmBm,120.014
Jack%2520White,Alone%2520In%2520My%2520Home,Jack White,269,Jack White,https://api.spotify.com/v1/audio-features/6WuKJi5EXFn7RuS5dvLfZB,6WuKJi5EXFn7RuS5dvLfZB,96.024
Kings%2520Of%2520Leon,Temple,Kings Of Leon,269,Kings Of Leon,https://api.spotify.com/v1/audio-features/30SjdIdTMhBSe33nFnBFkC,30SjdIdTMhBSe33nFnBFkC,149.838
My%2520Morning%2520Jacket,Outta%2520My%2520System,My Morning Jacket,269,My Morning Jacket,https://api.spotify.com/v1/audio-features/6cDHsAUfF1fLTxzTDE82Kx,6cDHsAUfF1fLTxzTDE82Kx,131.216
Wilco,The%2520Joke%2520Explained,Wilco,269,Wilco,https://api.spotify.com/v1/audio-features/5JuYLzlxsSewBjO4v9a04U,5JuYLzlxsSewBjO4v9a04U,109.389
Bob%2520Mould,The%2520Descent,Bob Mould,268,Bob Mould,https://api.spotify.com/v1/audio-features/3W91DwrCBdWHkyZP9HlrNT,3W91DwrCBdWHkyZP9HlrNT,163.88
Future%2520Islands,RAN,Future Islands,268,Future Islands,https://api.spotify.com/v1/audio-features/522YBf6WqBwJVAe7oHLymu,522YBf6WqBwJVAe7oHLymu,140.022
Rag'n'Bone%2520Man,Human,Rag'n'Bone Man,268,Rag n Bone Man,https://api.spotify.com/v1/audio-features/58zsLZPvfflaiIbNWoA22O,58zsLZPvfflaiIbNWoA22O,75.087
Stephen%2520Malkmus%2520And%2520The%2520Jicks,Tigers,Stephen Malkmus And The Jicks,268,Stephen Malkmus And The Jicks,https://api.spotify.com/v1/audio-features/61XRteBzCqRdpzyowQ5s9W,61XRteBzCqRdpzyowQ5s9W,125.427
Tapes%2520'n%2520Tapes,Freak%2520Out,Tapes 'n Tapes,268,Tapes  n Tapes,https://api.spotify.com/v1/audio-features/41PKFas4ZU5x6b2KnNi1vX,41PKFas4ZU5x6b2KnNi1vX,84.948
The%2520Rural%2520Alberta%2520Advantage,On%2520The%2520Rocks,The Rural Alberta Advantage,268,The Rural Alberta Advantage,https://api.spotify.com/v1/audio-features/4nVfmii8T3OKMm8zRBPCiO,4nVfmii8T3OKMm8zRBPCiO,168.067
Wilco,If%2520I%2520Ever%2520Was%2520A%2520Child,Wilco,268,Wilco,https://api.spotify.com/v1/audio-features/1LYoxeji7NdE2tOcD30ReM,1LYoxeji7NdE2tOcD30ReM,133.572
Bombino,Akhar%2520Zaman%2520%2520This%2520Moment%2520,Bombino,267,Bombino,https://api.spotify.com/v1/audio-features/6hbRRarmu3pPcOdTeuBifB,6hbRRarmu3pPcOdTeuBifB,187.604
Deap%2520Vally,Smile%2520More,Deap Vally,267,Deap Vally,https://api.spotify.com/v1/audio-features/5taAVSawbm5XDO0yVzGtWk,5taAVSawbm5XDO0yVzGtWk,149.939
Gorillaz,Rhinestone%2520Eyes,Gorillaz,267,Gorillaz,https://api.spotify.com/v1/audio-features/7yMiX7n9SBvadzox8T5jzT,7yMiX7n9SBvadzox8T5jzT,167.953
Iggy%2520Pop,Gardenia,Iggy Pop,267,Iggy Pop,https://api.spotify.com/v1/audio-features/15BQ7vEDv2LJuh8TxWIhtd,15BQ7vEDv2LJuh8TxWIhtd,134.88
Junip,Line%2520Of%2520Fire,Junip,267,Junip,https://api.spotify.com/v1/audio-features/3YlFtz805JwhDGy0fLasBO,3YlFtz805JwhDGy0fLasBO,167.405
Alabama%2520Shakes,Sound%2520And%2520Color,Alabama Shakes,266,Alabama Shakes,https://api.spotify.com/v1/audio-features/436bx0eHJS5DPgIyfsDU31,436bx0eHJS5DPgIyfsDU31,88.311
Arcade%2520Fire,Everything%2520Now,Arcade Fire,266,Arcade Fire,https://api.spotify.com/v1/audio-features/5e5XSjfqBk4mgRnQR1vu8Z,5e5XSjfqBk4mgRnQR1vu8Z,142.515
Arctic%2520Monkeys,Crying%2520Lightning,Arctic Monkeys,266,Arctic Monkeys,https://api.spotify.com/v1/audio-features/5giCoaf8Yuk9DsJtdijEGX,5giCoaf8Yuk9DsJtdijEGX,133.026
Beck,Waking%2520Light,Beck,266,Beck,https://api.spotify.com/v1/audio-features/7jLvQbNLLkDGRfB7xZdGok,7jLvQbNLLkDGRfB7xZdGok,125.327
Frankie%2520Lee,Where%2520Do%2520We%2520Belong,Frankie Lee,266,Frankie Lee,https://api.spotify.com/v1/audio-features/1Lw3f4kieVLzwPPItlO4bS,1Lw3f4kieVLzwPPItlO4bS,173.781
MGMT,Kids,MGMT,266,MGMT,https://api.spotify.com/v1/audio-features/1jJci4qxiYcOHhQR247rEU,1jJci4qxiYcOHhQR247rEU,122.961
Ryan%2520Adams,Stay%2520With%2520Me,Ryan Adams,266,Ryan Adams,https://api.spotify.com/v1/audio-features/58Zr6jYL2DAeKhvq40Rzcb,58Zr6jYL2DAeKhvq40Rzcb,105.001
Temples,Mesmerise,Temples,266,Temples,https://api.spotify.com/v1/audio-features/1dlJlcaJScaTqcCLoVIHEi,1dlJlcaJScaTqcCLoVIHEi,136.005
Animal%2520Collective,Summertime%2520Clothes,Animal Collective,265,Animal Collective,https://api.spotify.com/v1/audio-features/20XdEFyaUR9C7aDIdq2OAd,20XdEFyaUR9C7aDIdq2OAd,95.116
Cage%2520The%2520Elephant,Too%2520Late%2520To%2520Say%2520Goodbye,Cage The Elephant,265,Cage The Elephant,https://api.spotify.com/v1/audio-features/5OpwZViQUOos3cSrEo5qXv,5OpwZViQUOos3cSrEo5qXv,174.27
George%2520Ezra,Budapest,George Ezra,265,George Ezra,https://api.spotify.com/v1/audio-features/2ixsaeFioXJmMgkkbd4uj1,2ixsaeFioXJmMgkkbd4uj1,127.812
John%2520Grant,GMF%2520%2520Greatest%2520Living%2520Creature%2520,John Grant,265,John Grant,https://api.spotify.com/v1/audio-features/4XluehCQCnhhYD4cAd9Wfu,4XluehCQCnhhYD4cAd9Wfu,141.891
Lorde,Team,Lorde,265,Lorde,https://api.spotify.com/v1/audio-features/3G6hD9B2ZHOsgf4WfNu7X1,3G6hD9B2ZHOsgf4WfNu7X1,99.961
Radiohead,Burn%2520The%2520Witch,Radiohead,265,Radiohead,https://api.spotify.com/v1/audio-features/0tHOTQBn2M4CD2dcyHivth,0tHOTQBn2M4CD2dcyHivth,104.042
The%2520Besnard%2520Lakes,Albatross,The Besnard Lakes,265,The Besnard Lakes,https://api.spotify.com/v1/audio-features/2jfFt7qaIabHuNUUU9GVsf,2jfFt7qaIabHuNUUU9GVsf,111.954
Band%2520Of%2520Horses,In%2520A%2520Drawer,Band Of Horses,264,Band Of Horses,https://api.spotify.com/v1/audio-features/5lRzWDEe7UuedU2QPsFg0K,5lRzWDEe7UuedU2QPsFg0K,122.465
Conor%2520Oberst,Artifact%2520%25201,Conor Oberst,264,Conor Oberst,https://api.spotify.com/v1/audio-features/2GsM1KmT8h7WnKEVlQDyzL,2GsM1KmT8h7WnKEVlQDyzL,81.272
Devendra%2520Banhart,Never%2520Seen%2520Such%2520Good%2520Things,Devendra Banhart,264,Devendra Banhart,https://api.spotify.com/v1/audio-features/5zLnA9bO6QXc4AAvCriJfO,5zLnA9bO6QXc4AAvCriJfO,92.107
Donnie%2520Trumpet%2520And%2520The%2520Social%2520Experiment,Sunday%2520Candy,Donnie Trumpet And The Social Experiment,264,Donnie Trumpet And The Social Experiment,https://api.spotify.com/v1/audio-features/7zpnpMyWvmuWziWVSyaenl,7zpnpMyWvmuWziWVSyaenl,82.088
Spoon,They%2520Want%2520My%2520Soul,Spoon,264,Spoon,https://api.spotify.com/v1/audio-features/7qCZgvV98j6RjUULW1s1it,7qCZgvV98j6RjUULW1s1it,176.016
Beck,Heart%2520Is%2520A%2520Drum,Beck,263,Beck,https://api.spotify.com/v1/audio-features/5PntSbMHC1ud6Vvl8x56qd,5PntSbMHC1ud6Vvl8x56qd,85.387
Kings%2520Of%2520Convenience,Boat%2520Behind,Kings Of Convenience,263,Kings Of Convenience,https://api.spotify.com/v1/audio-features/3O090PYVo1do7s3PMCoVoz,3O090PYVo1do7s3PMCoVoz,160.748
P.O.S.,Optimist%2520%2520We%2520Are%2520Not%2520For%2520Them%2520,P.O.S.,263,P O S,https://api.spotify.com/v1/audio-features/5DooySfCD1xCJ49gQm9rx7,5DooySfCD1xCJ49gQm9rx7,90.911
Silversun%2520Pickups,There%2520s%2520No%2520Secrets%2520This%2520Year,Silversun Pickups,263,Silversun Pickups,https://api.spotify.com/v1/audio-features/7AbFT4A4QfazZN7VIPLB4h,7AbFT4A4QfazZN7VIPLB4h,118.632
Dr.%2520Dog,Bring%2520My%2520Baby%2520Back,Dr. Dog,262,Dr  Dog,https://api.spotify.com/v1/audio-features/70WY0OFaz7293OjqeUPJnL,70WY0OFaz7293OjqeUPJnL,73.588
Garbage,Empty,Garbage,262,Garbage,https://api.spotify.com/v1/audio-features/3osBuOGzBR4wCFd5oHm0Un,3osBuOGzBR4wCFd5oHm0Un,131.828
Julian%2520Casablancas,11th%2520Dimension,Julian Casablancas,262,Julian Casablancas,https://api.spotify.com/v1/audio-features/6zSyBMeSS9HXF6tZtusWHK,6zSyBMeSS9HXF6tZtusWHK,133.907
OK%2520Go,WTF,OK Go,262,OK Go,https://api.spotify.com/v1/audio-features/4Y43nu7MxbFOBJnZNfuruc,4Y43nu7MxbFOBJnZNfuruc,158.165
Radiohead,True%2520Love%2520Waits,Radiohead,262,Radiohead,https://api.spotify.com/v1/audio-features/62SvkbQm1wMS6KZtbtls1V,62SvkbQm1wMS6KZtbtls1V,164.299
Silversun%2520Pickups,Bloody%2520Mary%2520%2520Nerve%2520Endings%2520,Silversun Pickups,262,Silversun Pickups,https://api.spotify.com/v1/audio-features/0tjQaDeClDwfnr0q5B0BUN,0tjQaDeClDwfnr0q5B0BUN,104.957
Cold%2520War%2520Kids,All%2520This%2520Could%2520Be%2520Yours,Cold War Kids,261,Cold War Kids,https://api.spotify.com/v1/audio-features/4MuYqqmUdc2i21E0hCLFvg,4MuYqqmUdc2i21E0hCLFvg,115.961
Courtney%2520Barnett,Dead%2520Fox,Courtney Barnett,261,Courtney Barnett,https://api.spotify.com/v1/audio-features/2LZLR8t4zDictvQKuxFIlP,2LZLR8t4zDictvQKuxFIlP,128.556
Courtney%2520Barnett,Depreston,Courtney Barnett,261,Courtney Barnett,https://api.spotify.com/v1/audio-features/66ZvVp8pidoXh77gAllugd,66ZvVp8pidoXh77gAllugd,126.407
David%2520Byrne%2520And%2520St.%2520Vincent,Who,David Byrne And St. Vincent,261,David Byrne And St  Vincent,https://api.spotify.com/v1/audio-features/7wXJyWtRktzx7shORVNX5B,7wXJyWtRktzx7shORVNX5B,109.976
Elvis%2520Costello%2520And%2520The%2520Roots,Walk%2520Us%2520Uptown,Elvis Costello And The Roots,261,Elvis Costello And The Roots,https://api.spotify.com/v1/audio-features/5zA8vzDGqPl2AzZkEYQGKh,5zA8vzDGqPl2AzZkEYQGKh,128.993
Franz%2520Ferdinand,Always%2520Ascending,Franz Ferdinand,261,Franz Ferdinand,https://api.spotify.com/v1/audio-features/20I8RduZC2PWMWTDCZuuAN,20I8RduZC2PWMWTDCZuuAN,104.561
Johnny%2520Marr,The%2520Messenger,Johnny Marr,261,Johnny Marr,https://api.spotify.com/v1/audio-features/2KyvUVyeABfkRvYMoRxGJW,2KyvUVyeABfkRvYMoRxGJW,117.036
Mason%2520Jennings,Lonely%2520Street,Mason Jennings,261,Mason Jennings,https://api.spotify.com/v1/audio-features/0dbZ2iUuKvsm3FupBw6M9N,0dbZ2iUuKvsm3FupBw6M9N,150.002
case/lang/veirs,Best%2520Kept%2520Secret,case/lang/veirs,261,case lang veirs,https://api.spotify.com/v1/audio-features/4CfrCww6BLkcNcoQglJU0T,4CfrCww6BLkcNcoQglJU0T,131.343
BORNS,American%2520Money,BORNS,260,BORNS,https://api.spotify.com/v1/audio-features/5L27h9sZjEtNfuveLggaCY,5L27h9sZjEtNfuveLggaCY,75.075
