artist,title,Artist,n,URI,spotifyID,tempo,info-danceability,info-energy,info-key,info-loudness,info-mode,info-speechiness,info-acousticness,info-instrumentalness,info-liveness,info-valence,info-tempo,info-type,info-id,info-uri,info-track_href,info-analysis_url,info-duration_ms,info-time_signature,info-1
Brittany+Howard,Baby,Brittany Howard,55,https://api.spotify.com/v1/audio-features/5zFaNeTwCtsBbMc72FtXVo,5zFaNeTwCtsBbMc72FtXVo,121.988,0.598,0.853,9,-5.373,1,0.0545,0.132,0.00297,0.132,0.312,121.988,audio_features,5zFaNeTwCtsBbMc72FtXVo,spotify:track:5zFaNeTwCtsBbMc72FtXVo,https://api.spotify.com/v1/tracks/5zFaNeTwCtsBbMc72FtXVo,https://api.spotify.com/v1/audio-analysis/5zFaNeTwCtsBbMc72FtXVo,191396,1,NA
Lord+Huron,Never+Ever,Lord Huron,55,https://api.spotify.com/v1/audio-features/5UQKkiYuxg0oe21ACerQ7u,5UQKkiYuxg0oe21ACerQ7u,155.12,0.353,0.959,4,-2.323,1,0.0459,5.94e-4,0.93,0.281,0.506,155.12,audio_features,5UQKkiYuxg0oe21ACerQ7u,spotify:track:5UQKkiYuxg0oe21ACerQ7u,https://api.spotify.com/v1/tracks/5UQKkiYuxg0oe21ACerQ7u,https://api.spotify.com/v1/audio-analysis/5UQKkiYuxg0oe21ACerQ7u,172547,4,NA
MaLLy,Black+Moses,MaLLy,55,https://api.spotify.com/v1/audio-features/5EUr5hyFJ2y5BMBIjTNvbQ,5EUr5hyFJ2y5BMBIjTNvbQ,89.043,0.912,0.431,1,-11.408,1,0.31,0.0767,0.00305,0.0559,0.592,89.043,audio_features,5EUr5hyFJ2y5BMBIjTNvbQ,spotify:track:5EUr5hyFJ2y5BMBIjTNvbQ,https://api.spotify.com/v1/tracks/5EUr5hyFJ2y5BMBIjTNvbQ,https://api.spotify.com/v1/audio-analysis/5EUr5hyFJ2y5BMBIjTNvbQ,260225,4,NA
The+1975,It+s+Not+Living++If+It+s+Not+With+You+,The 1975,55,https://api.spotify.com/v1/audio-features/3TgMcrV32NUKjEG2ujn9eh,3TgMcrV32NUKjEG2ujn9eh,121.227,0.618,0.837,1,-5.338,1,0.0304,2.54e-4,3.78e-4,0.0618,0.526,121.227,audio_features,3TgMcrV32NUKjEG2ujn9eh,spotify:track:3TgMcrV32NUKjEG2ujn9eh,https://api.spotify.com/v1/tracks/3TgMcrV32NUKjEG2ujn9eh,https://api.spotify.com/v1/audio-analysis/3TgMcrV32NUKjEG2ujn9eh,248336,4,NA
Andrew+Bird,Manifest,Andrew Bird,54,https://api.spotify.com/v1/audio-features/7oChm7YC5PS1NvEkRCgswG,7oChm7YC5PS1NvEkRCgswG,100.258,0.631,0.619,0,-6.403,0,0.025,0.321,0,0.0658,0.417,100.258,audio_features,7oChm7YC5PS1NvEkRCgswG,spotify:track:7oChm7YC5PS1NvEkRCgswG,https://api.spotify.com/v1/tracks/7oChm7YC5PS1NvEkRCgswG,https://api.spotify.com/v1/audio-analysis/7oChm7YC5PS1NvEkRCgswG,317413,4,NA
Beach+Bunny,Prom+Queen,Beach Bunny,54,https://api.spotify.com/v1/audio-features/6MpCaSIOfqBqbMED4kXgNY,6MpCaSIOfqBqbMED4kXgNY,143.785,0.528,0.797,4,-7.487,1,0.0485,3.91e-4,0.011,0.14,0.751,143.785,audio_features,6MpCaSIOfqBqbMED4kXgNY,spotify:track:6MpCaSIOfqBqbMED4kXgNY,https://api.spotify.com/v1/tracks/6MpCaSIOfqBqbMED4kXgNY,https://api.spotify.com/v1/audio-analysis/6MpCaSIOfqBqbMED4kXgNY,136562,4,NA
Kim+Gordon,Sketch+Artist,Kim Gordon,54,https://api.spotify.com/v1/audio-features/3DLIH6e6MWxcu0nrtrrTI5,3DLIH6e6MWxcu0nrtrrTI5,128.503,0.422,0.55,4,-7.63,0,0.115,0.0651,0.00116,0.427,0.247,128.503,audio_features,3DLIH6e6MWxcu0nrtrrTI5,spotify:track:3DLIH6e6MWxcu0nrtrrTI5,https://api.spotify.com/v1/tracks/3DLIH6e6MWxcu0nrtrrTI5,https://api.spotify.com/v1/audio-analysis/3DLIH6e6MWxcu0nrtrrTI5,171733,3,NA
Lady+Lark+And+Nur+D,Strange+Love,Lady Lark And Nur-D,54,https://api.spotify.com/v1/audio-features/5XKRI5H4aywDVTKXUeVc61,5XKRI5H4aywDVTKXUeVc61,118.818,0.565,0.867,4,-10.133,0,0.0344,0.146,0.00128,0.345,0.884,118.818,audio_features,5XKRI5H4aywDVTKXUeVc61,spotify:track:5XKRI5H4aywDVTKXUeVc61,https://api.spotify.com/v1/tracks/5XKRI5H4aywDVTKXUeVc61,https://api.spotify.com/v1/audio-analysis/5XKRI5H4aywDVTKXUeVc61,229440,4,NA
Lana+Del+Rey,Cinnamon+Girl,Lana Del Rey,53,https://api.spotify.com/v1/audio-features/2mdEsXPu8ZmkHRRtAdC09e,2mdEsXPu8ZmkHRRtAdC09e,91.781,0.294,0.337,6,-10.614,0,0.036,0.814,0.414,0.14,0.135,91.781,audio_features,2mdEsXPu8ZmkHRRtAdC09e,spotify:track:2mdEsXPu8ZmkHRRtAdC09e,https://api.spotify.com/v1/tracks/2mdEsXPu8ZmkHRRtAdC09e,https://api.spotify.com/v1/audio-analysis/2mdEsXPu8ZmkHRRtAdC09e,300683,5,NA
Little+Man,In+Between+The+Lions,Little Man,53,https://api.spotify.com/v1/audio-features/7mQCdyUY1HeeALeXLoiEmO,7mQCdyUY1HeeALeXLoiEmO,119.991,0.814,0.242,2,-15.312,1,0.197,2.99e-5,0.895,0.112,0.899,119.991,audio_features,7mQCdyUY1HeeALeXLoiEmO,spotify:track:7mQCdyUY1HeeALeXLoiEmO,https://api.spotify.com/v1/tracks/7mQCdyUY1HeeALeXLoiEmO,https://api.spotify.com/v1/audio-analysis/7mQCdyUY1HeeALeXLoiEmO,123141,4,NA
Men+I+Trust,Say++Can+You+Hear,Men I Trust,53,https://api.spotify.com/v1/audio-features/2joEpsXflccZD0ZwKEdz5m,2joEpsXflccZD0ZwKEdz5m,114.026,0.823,0.461,9,-12.75,0,0.0366,0.647,0.327,0.14,0.798,114.026,audio_features,2joEpsXflccZD0ZwKEdz5m,spotify:track:2joEpsXflccZD0ZwKEdz5m,https://api.spotify.com/v1/tracks/2joEpsXflccZD0ZwKEdz5m,https://api.spotify.com/v1/audio-analysis/2joEpsXflccZD0ZwKEdz5m,176316,4,NA
Titus+Andronicus,Tumult+Around+The+World,Titus Andronicus,53,https://api.spotify.com/v1/audio-features/7CvOnbFdnIoXMQ4eFCo5lB,7CvOnbFdnIoXMQ4eFCo5lB,131.965,0.617,0.977,9,-7.028,0,0.0276,0.153,0.0016,0.133,0.679,131.965,audio_features,7CvOnbFdnIoXMQ4eFCo5lB,spotify:track:7CvOnbFdnIoXMQ4eFCo5lB,https://api.spotify.com/v1/tracks/7CvOnbFdnIoXMQ4eFCo5lB,https://api.spotify.com/v1/audio-analysis/7CvOnbFdnIoXMQ4eFCo5lB,214533,4,NA
Drive+By+Truckers,Armageddon+s+Back+In+Town,Drive-By Truckers,52,https://api.spotify.com/v1/audio-features/0BzVOl6TsTzOBwaeSElu0Z,0BzVOl6TsTzOBwaeSElu0Z,145.293,0.319,0.951,2,-4.819,1,0.103,0.0103,0,0.272,0.578,145.293,audio_features,0BzVOl6TsTzOBwaeSElu0Z,spotify:track:0BzVOl6TsTzOBwaeSElu0Z,https://api.spotify.com/v1/tracks/0BzVOl6TsTzOBwaeSElu0Z,https://api.spotify.com/v1/audio-analysis/0BzVOl6TsTzOBwaeSElu0Z,228800,4,NA
Gorillaz,Hollywood+feat++Snoop+Dogg+And+Jamie+Principle,Gorillaz,52,https://api.spotify.com/v1/audio-features/0P2Dxoy0mdzM9NlFQoLZbc,0P2Dxoy0mdzM9NlFQoLZbc,104.126,0.685,0.631,7,-10.338,1,0.0926,0.0249,7.67e-5,0.211,0.72,104.126,audio_features,0P2Dxoy0mdzM9NlFQoLZbc,spotify:track:0P2Dxoy0mdzM9NlFQoLZbc,https://api.spotify.com/v1/tracks/0P2Dxoy0mdzM9NlFQoLZbc,https://api.spotify.com/v1/audio-analysis/0P2Dxoy0mdzM9NlFQoLZbc,293493,4,NA
Lizzo,Truth+Hurts,Lizzo,52,https://api.spotify.com/v1/audio-features/3HWzoMvoF3TQfYg4UPszDq,3HWzoMvoF3TQfYg4UPszDq,158.087,0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,audio_features,3HWzoMvoF3TQfYg4UPszDq,spotify:track:3HWzoMvoF3TQfYg4UPszDq,https://api.spotify.com/v1/tracks/3HWzoMvoF3TQfYg4UPszDq,https://api.spotify.com/v1/audio-analysis/3HWzoMvoF3TQfYg4UPszDq,173325,4,NA
Maggie+Rogers,On+And+Off,Maggie Rogers,52,https://api.spotify.com/v1/audio-features/2kvwSbG26eHKUJdvH7DiR2,2kvwSbG26eHKUJdvH7DiR2,129.958,0.593,0.592,4,-6.162,1,0.0357,0.293,0,0.265,0.255,129.958,audio_features,2kvwSbG26eHKUJdvH7DiR2,spotify:track:2kvwSbG26eHKUJdvH7DiR2,https://api.spotify.com/v1/tracks/2kvwSbG26eHKUJdvH7DiR2,https://api.spotify.com/v1/audio-analysis/2kvwSbG26eHKUJdvH7DiR2,221600,4,NA
The+Regrettes,I+Dare+You,The Regrettes,52,https://api.spotify.com/v1/audio-features/6N3aShaAM8V6valfHIFVOr,6N3aShaAM8V6valfHIFVOr,203.995,0.509,0.883,1,-3.206,1,0.0529,0.00681,1.8e-6,0.0471,0.863,203.995,audio_features,6N3aShaAM8V6valfHIFVOr,spotify:track:6N3aShaAM8V6valfHIFVOr,https://api.spotify.com/v1/tracks/6N3aShaAM8V6valfHIFVOr,https://api.spotify.com/v1/audio-analysis/6N3aShaAM8V6valfHIFVOr,170833,4,NA
Bob+Mould,Lost+Faith,Bob Mould,51,https://api.spotify.com/v1/audio-features/1OozxnGxJ7EmyMTy8N3UWP,1OozxnGxJ7EmyMTy8N3UWP,121.97,0.464,0.931,0,-6.092,0,0.049,0.00413,0.0877,0.155,0.629,121.97,audio_features,1OozxnGxJ7EmyMTy8N3UWP,spotify:track:1OozxnGxJ7EmyMTy8N3UWP,https://api.spotify.com/v1/tracks/1OozxnGxJ7EmyMTy8N3UWP,https://api.spotify.com/v1/audio-analysis/1OozxnGxJ7EmyMTy8N3UWP,200904,4,NA
Frank+Turner,Blackout,Frank Turner,51,https://api.spotify.com/v1/audio-features/5jQsvSuvkLmnx54DidiSZ5,5jQsvSuvkLmnx54DidiSZ5,132.969,0.693,0.77,11,-5.027,1,0.0298,0.00205,0,0.328,0.796,132.969,audio_features,5jQsvSuvkLmnx54DidiSZ5,spotify:track:5jQsvSuvkLmnx54DidiSZ5,https://api.spotify.com/v1/tracks/5jQsvSuvkLmnx54DidiSZ5,https://api.spotify.com/v1/audio-analysis/5jQsvSuvkLmnx54DidiSZ5,236880,4,NA
Raphael+Saadiq,Something+Keeps+Calling,Raphael Saadiq,51,https://api.spotify.com/v1/audio-features/1dRnQLpzDjnmYhX4BSg937,1dRnQLpzDjnmYhX4BSg937,79.978,0.614,0.657,7,-7.081,1,0.0361,0.238,1.85e-5,0.452,0.561,79.978,audio_features,1dRnQLpzDjnmYhX4BSg937,spotify:track:1dRnQLpzDjnmYhX4BSg937,https://api.spotify.com/v1/tracks/1dRnQLpzDjnmYhX4BSg937,https://api.spotify.com/v1/audio-analysis/1dRnQLpzDjnmYhX4BSg937,284560,4,NA
Syml,Clean+Eyes,Syml,51,https://api.spotify.com/v1/audio-features/5OwQwWZwwlRFRejqWPCQnu,5OwQwWZwwlRFRejqWPCQnu,87.006,0.633,0.715,7,-9.102,1,0.0438,0.137,0.0578,0.332,0.351,87.006,audio_features,5OwQwWZwwlRFRejqWPCQnu,spotify:track:5OwQwWZwwlRFRejqWPCQnu,https://api.spotify.com/v1/tracks/5OwQwWZwwlRFRejqWPCQnu,https://api.spotify.com/v1/audio-analysis/5OwQwWZwwlRFRejqWPCQnu,232738,4,NA
The+Lumineers,Life+In+The+City,The Lumineers,51,https://api.spotify.com/v1/audio-features/5WyL4ZuwJ06qVd8X5bf2b5,5WyL4ZuwJ06qVd8X5bf2b5,97.005,0.743,0.57,0,-7.376,1,0.0335,0.506,5.18e-5,0.0994,0.273,97.005,audio_features,5WyL4ZuwJ06qVd8X5bf2b5,spotify:track:5WyL4ZuwJ06qVd8X5bf2b5,https://api.spotify.com/v1/tracks/5WyL4ZuwJ06qVd8X5bf2b5,https://api.spotify.com/v1/audio-analysis/5WyL4ZuwJ06qVd8X5bf2b5,231360,3,NA
Blood+Orange,Charcoal+Baby,Blood Orange,50,https://api.spotify.com/v1/audio-features/3bBmpVl9rQKJsFFGLFilIS,3bBmpVl9rQKJsFFGLFilIS,183.241,0.622,0.46,7,-8.389,0,0.0372,0.14,3.69e-4,0.119,0.514,183.241,audio_features,3bBmpVl9rQKJsFFGLFilIS,spotify:track:3bBmpVl9rQKJsFFGLFilIS,https://api.spotify.com/v1/tracks/3bBmpVl9rQKJsFFGLFilIS,https://api.spotify.com/v1/audio-analysis/3bBmpVl9rQKJsFFGLFilIS,242341,4,NA
IDLES,DANNY+NEDELKO,IDLES,50,https://api.spotify.com/v1/audio-features/1uihOJbHkJJlDwUUOa0yqu,1uihOJbHkJJlDwUUOa0yqu,204.227,0.207,0.931,6,-4.452,1,0.083,2.74e-4,0.00387,0.243,0.324,204.227,audio_features,1uihOJbHkJJlDwUUOa0yqu,spotify:track:1uihOJbHkJJlDwUUOa0yqu,https://api.spotify.com/v1/tracks/1uihOJbHkJJlDwUUOa0yqu,https://api.spotify.com/v1/audio-analysis/1uihOJbHkJJlDwUUOa0yqu,204844,4,NA
Last+Import,Dial+Tone,Last Import,50,https://api.spotify.com/v1/audio-features/4YvTlZoxAQirmkHX2B5WcU,4YvTlZoxAQirmkHX2B5WcU,127.721,0.383,0.784,8,-9.416,1,0.0924,0.0476,0,0.21,0.0824,127.721,audio_features,4YvTlZoxAQirmkHX2B5WcU,spotify:track:4YvTlZoxAQirmkHX2B5WcU,https://api.spotify.com/v1/tracks/4YvTlZoxAQirmkHX2B5WcU,https://api.spotify.com/v1/audio-analysis/4YvTlZoxAQirmkHX2B5WcU,105072,4,NA
Lucy+Dacus,Addictions,Lucy Dacus,50,https://api.spotify.com/v1/audio-features/6mUCYvZ7ch22HsQiapvf4A,6mUCYvZ7ch22HsQiapvf4A,134.96,0.636,0.555,10,-7.13,1,0.0303,0.00875,0.0487,0.144,0.316,134.96,audio_features,6mUCYvZ7ch22HsQiapvf4A,spotify:track:6mUCYvZ7ch22HsQiapvf4A,https://api.spotify.com/v1/tracks/6mUCYvZ7ch22HsQiapvf4A,https://api.spotify.com/v1/audio-analysis/6mUCYvZ7ch22HsQiapvf4A,204126,4,NA
The+Bad+Plus,Thrift+Store+Jewelry,The Bad Plus,50,https://api.spotify.com/v1/audio-features/0np5TLg54wvUeK0qk2d2MZ,0np5TLg54wvUeK0qk2d2MZ,130.36,0.446,0.485,8,-12.212,0,0.051,0.572,0.827,0.0978,0.629,130.36,audio_features,0np5TLg54wvUeK0qk2d2MZ,spotify:track:0np5TLg54wvUeK0qk2d2MZ,https://api.spotify.com/v1/tracks/0np5TLg54wvUeK0qk2d2MZ,https://api.spotify.com/v1/audio-analysis/0np5TLg54wvUeK0qk2d2MZ,287613,4,NA
The+Strumbellas,Salvation,The Strumbellas,50,https://api.spotify.com/v1/audio-features/4RYeVjYECm5ly0aLsLhOqn,4RYeVjYECm5ly0aLsLhOqn,139.885,0.606,0.863,4,-5.262,1,0.1,0.00614,0,0.0924,0.501,139.885,audio_features,4RYeVjYECm5ly0aLsLhOqn,spotify:track:4RYeVjYECm5ly0aLsLhOqn,https://api.spotify.com/v1/tracks/4RYeVjYECm5ly0aLsLhOqn,https://api.spotify.com/v1/audio-analysis/4RYeVjYECm5ly0aLsLhOqn,203667,4,NA
deM+AtlaS,Pneumonia,deM AtlaS,50,https://api.spotify.com/v1/audio-features/66AEotuooy840dzHKyW9Ks,66AEotuooy840dzHKyW9Ks,90.131,0.299,0.0197,5,-32.348,1,0.0329,0.988,0.89,0.088,0.193,90.131,audio_features,66AEotuooy840dzHKyW9Ks,spotify:track:66AEotuooy840dzHKyW9Ks,https://api.spotify.com/v1/tracks/66AEotuooy840dzHKyW9Ks,https://api.spotify.com/v1/audio-analysis/66AEotuooy840dzHKyW9Ks,141500,4,NA
Bodega,How+Did+This+Happen,Bodega,49,https://api.spotify.com/v1/audio-features/2le5xHvcWF8PDp608d4L8D,2le5xHvcWF8PDp608d4L8D,185.97,0.331,0.75,5,-5.202,1,0.0436,6.86e-5,1.21e-6,0.0945,0.26,185.97,audio_features,2le5xHvcWF8PDp608d4L8D,spotify:track:2le5xHvcWF8PDp608d4L8D,https://api.spotify.com/v1/tracks/2le5xHvcWF8PDp608d4L8D,https://api.spotify.com/v1/audio-analysis/2le5xHvcWF8PDp608d4L8D,187627,4,NA
DIIV,Skin+Game,DIIV,49,https://api.spotify.com/v1/audio-features/2EDFBDvuRmq9T4uvU4A9eI,2EDFBDvuRmq9T4uvU4A9eI,124.969,0.484,0.756,6,-6.326,0,0.0384,1.1e-4,0.798,0.123,0.397,124.969,audio_features,2EDFBDvuRmq9T4uvU4A9eI,spotify:track:2EDFBDvuRmq9T4uvU4A9eI,https://api.spotify.com/v1/tracks/2EDFBDvuRmq9T4uvU4A9eI,https://api.spotify.com/v1/audio-analysis/2EDFBDvuRmq9T4uvU4A9eI,265467,4,NA
Death+Cab+For+Cutie,Gold+Rush,Death Cab For Cutie,49,https://api.spotify.com/v1/audio-features/6x9VaGUbiSRvkLEdjeqjsN,6x9VaGUbiSRvkLEdjeqjsN,80.43,0.518,0.96,5,-4.466,1,0.0504,0.254,2.33e-4,0.311,0.826,80.43,audio_features,6x9VaGUbiSRvkLEdjeqjsN,spotify:track:6x9VaGUbiSRvkLEdjeqjsN,https://api.spotify.com/v1/tracks/6x9VaGUbiSRvkLEdjeqjsN,https://api.spotify.com/v1/audio-analysis/6x9VaGUbiSRvkLEdjeqjsN,240253,4,NA
Dylan+LeBlanc,Renegade,Dylan LeBlanc,49,https://api.spotify.com/v1/audio-features/7GUJUmtwppLsmuAzBnFWYa,7GUJUmtwppLsmuAzBnFWYa,101.797,0.368,0.532,9,-11.465,0,0.0803,0.496,0.252,0.376,0.196,101.797,audio_features,7GUJUmtwppLsmuAzBnFWYa,spotify:track:7GUJUmtwppLsmuAzBnFWYa,https://api.spotify.com/v1/tracks/7GUJUmtwppLsmuAzBnFWYa,https://api.spotify.com/v1/audio-analysis/7GUJUmtwppLsmuAzBnFWYa,222576,4,NA
Elvis+Costello+And+The+Imposters,Unwanted+Number,Elvis Costello And The Imposters,49,https://api.spotify.com/v1/audio-features/0o18FakQWjSDmbbJcq6Do3,0o18FakQWjSDmbbJcq6Do3,109,0.71,0.703,3,-4.785,0,0.0252,0.103,0,0.106,0.706,109,audio_features,0o18FakQWjSDmbbJcq6Do3,spotify:track:0o18FakQWjSDmbbJcq6Do3,https://api.spotify.com/v1/tracks/0o18FakQWjSDmbbJcq6Do3,https://api.spotify.com/v1/audio-analysis/0o18FakQWjSDmbbJcq6Do3,213280,4,NA
Father+John+Misty,Disappointing+Diamonds+Are+The+Rarest+Of+Them+All,Father John Misty,49,https://api.spotify.com/v1/audio-features/4qG7hWhljsqqENL5PaLA2z,4qG7hWhljsqqENL5PaLA2z,132.427,0.327,0.452,9,-9.726,1,0.0277,0.344,0.00332,0.11,0.202,132.427,audio_features,4qG7hWhljsqqENL5PaLA2z,spotify:track:4qG7hWhljsqqENL5PaLA2z,https://api.spotify.com/v1/tracks/4qG7hWhljsqqENL5PaLA2z,https://api.spotify.com/v1/audio-analysis/4qG7hWhljsqqENL5PaLA2z,278126,4,NA
IDLES,Mercedes+Marxist,IDLES,49,https://api.spotify.com/v1/audio-features/3IHvZXjIUmJtnaBm6NG54D,3IHvZXjIUmJtnaBm6NG54D,107.648,0.467,0.868,10,-6.079,0,0.0478,6.44e-4,9.93e-6,0.17,0.298,107.648,audio_features,3IHvZXjIUmJtnaBm6NG54D,spotify:track:3IHvZXjIUmJtnaBm6NG54D,https://api.spotify.com/v1/tracks/3IHvZXjIUmJtnaBm6NG54D,https://api.spotify.com/v1/audio-analysis/3IHvZXjIUmJtnaBm6NG54D,183511,4,NA
Snail+Mail,Heat+Wave,Snail Mail,49,https://api.spotify.com/v1/audio-features/7B0uWqVjMySfDKhtZghBkO,7B0uWqVjMySfDKhtZghBkO,123.891,0.503,0.681,9,-5.701,1,0.0332,2.14e-4,0.00159,0.147,0.191,123.891,audio_features,7B0uWqVjMySfDKhtZghBkO,spotify:track:7B0uWqVjMySfDKhtZghBkO,https://api.spotify.com/v1/tracks/7B0uWqVjMySfDKhtZghBkO,https://api.spotify.com/v1/audio-analysis/7B0uWqVjMySfDKhtZghBkO,308347,4,NA
Surfaces,Good+Day,Surfaces,49,https://api.spotify.com/v1/audio-features/5vu5o6RUJ2YiXv3LaPDYIF,5vu5o6RUJ2YiXv3LaPDYIF,124.998,0.906,0.541,11,-6.947,1,0.0415,0.557,1.9e-6,0.116,0.788,124.998,audio_features,5vu5o6RUJ2YiXv3LaPDYIF,spotify:track:5vu5o6RUJ2YiXv3LaPDYIF,https://api.spotify.com/v1/tracks/5vu5o6RUJ2YiXv3LaPDYIF,https://api.spotify.com/v1/audio-analysis/5vu5o6RUJ2YiXv3LaPDYIF,173230,4,NA
Ezra+Furman,Calm+Down+aka+I+Should+Not+Be+Alone,Ezra Furman,48,https://api.spotify.com/v1/audio-features/5W2mmJGdMfv7Zmn8oubAM8,5W2mmJGdMfv7Zmn8oubAM8,100.557,0.542,0.719,2,-5.219,1,0.0651,4.45e-4,0.217,0.299,0.25,100.557,audio_features,5W2mmJGdMfv7Zmn8oubAM8,spotify:track:5W2mmJGdMfv7Zmn8oubAM8,https://api.spotify.com/v1/tracks/5W2mmJGdMfv7Zmn8oubAM8,https://api.spotify.com/v1/audio-analysis/5W2mmJGdMfv7Zmn8oubAM8,142107,4,NA
Greta+Van+Fleet,When+The+Curtain+Falls,Greta Van Fleet,48,https://api.spotify.com/v1/audio-features/0zlaa4AmbFE7MVDijsyD9Q,0zlaa4AmbFE7MVDijsyD9Q,139.061,0.338,0.847,3,-3.692,1,0.0458,0.00881,0.00105,0.147,0.232,139.061,audio_features,0zlaa4AmbFE7MVDijsyD9Q,spotify:track:0zlaa4AmbFE7MVDijsyD9Q,https://api.spotify.com/v1/tracks/0zlaa4AmbFE7MVDijsyD9Q,https://api.spotify.com/v1/audio-analysis/0zlaa4AmbFE7MVDijsyD9Q,341255,4,NA
LCD+Soundsystem,+We+Don+t+Need+This++Fascist+Groove+Thang,LCD Soundsystem,48,https://api.spotify.com/v1/audio-features/2JjP78YuJypnLIgmM7nvtW,2JjP78YuJypnLIgmM7nvtW,150.744,0.689,0.927,9,-6.978,0,0.0933,0.169,0.114,0.0319,0.964,150.744,audio_features,2JjP78YuJypnLIgmM7nvtW,spotify:track:2JjP78YuJypnLIgmM7nvtW,https://api.spotify.com/v1/tracks/2JjP78YuJypnLIgmM7nvtW,https://api.spotify.com/v1/audio-analysis/2JjP78YuJypnLIgmM7nvtW,245360,4,NA
Nathaniel+Rateliff+And+The+Night+Sweats,A+Little+Honey,Nathaniel Rateliff And The Night Sweats,48,https://api.spotify.com/v1/audio-features/1q5wF1wZQD41ura41yVqXb,1q5wF1wZQD41ura41yVqXb,150.09,0.486,0.721,0,-6.619,1,0.0303,0.0195,0.00491,0.117,0.902,150.09,audio_features,1q5wF1wZQD41ura41yVqXb,spotify:track:1q5wF1wZQD41ura41yVqXb,https://api.spotify.com/v1/tracks/1q5wF1wZQD41ura41yVqXb,https://api.spotify.com/v1/audio-analysis/1q5wF1wZQD41ura41yVqXb,190533,4,NA
Rat+Boy,Internationally+Unknown,Rat Boy,48,https://api.spotify.com/v1/audio-features/4s9LfTk4e4LAXyQek53fa5,4s9LfTk4e4LAXyQek53fa5,89.928,0.487,0.97,9,-3.156,0,0.0729,0.00229,0,0.0559,0.815,89.928,audio_features,4s9LfTk4e4LAXyQek53fa5,spotify:track:4s9LfTk4e4LAXyQek53fa5,https://api.spotify.com/v1/tracks/4s9LfTk4e4LAXyQek53fa5,https://api.spotify.com/v1/audio-analysis/4s9LfTk4e4LAXyQek53fa5,213213,4,NA
Drab+Majesty,Oxytocin,Drab Majesty,47,https://api.spotify.com/v1/audio-features/4WJDGPjU9iHEBNeJ2RStKA,4WJDGPjU9iHEBNeJ2RStKA,152.006,0.41,0.942,1,-5.269,1,0.061,0.0133,0.0209,0.109,0.368,152.006,audio_features,4WJDGPjU9iHEBNeJ2RStKA,spotify:track:4WJDGPjU9iHEBNeJ2RStKA,https://api.spotify.com/v1/tracks/4WJDGPjU9iHEBNeJ2RStKA,https://api.spotify.com/v1/audio-analysis/4WJDGPjU9iHEBNeJ2RStKA,235760,4,NA
Greta+Van+Fleet,You+re+The+One,Greta Van Fleet,47,https://api.spotify.com/v1/audio-features/0iYBNrznkCwhN3xCmNVJpo,0iYBNrznkCwhN3xCmNVJpo,151.916,0.553,0.807,2,-5.805,1,0.0428,0.0125,0.00222,0.302,0.575,151.916,audio_features,0iYBNrznkCwhN3xCmNVJpo,spotify:track:0iYBNrznkCwhN3xCmNVJpo,https://api.spotify.com/v1/tracks/0iYBNrznkCwhN3xCmNVJpo,https://api.spotify.com/v1/audio-analysis/0iYBNrznkCwhN3xCmNVJpo,266933,4,NA
LCD+Soundsystem,seconds++electric+lady+sessions+,LCD Soundsystem,47,https://api.spotify.com/v1/audio-features/3GDWCcJVntasirXJz7Xs2v,3GDWCcJVntasirXJz7Xs2v,127.83,0.443,0.972,2,-7.489,1,0.037,0.0295,0.0152,0.521,0.646,127.83,audio_features,3GDWCcJVntasirXJz7Xs2v,spotify:track:3GDWCcJVntasirXJz7Xs2v,https://api.spotify.com/v1/tracks/3GDWCcJVntasirXJz7Xs2v,https://api.spotify.com/v1/audio-analysis/3GDWCcJVntasirXJz7Xs2v,309093,4,NA
Meg+Myers,Running+Up+That+Hill,Meg Myers,47,https://api.spotify.com/v1/audio-features/7zLeOgBrdrCfMf47MCyLMC,7zLeOgBrdrCfMf47MCyLMC,102.012,0.587,0.898,11,-3.91,0,0.0661,0.0653,2.26e-6,0.146,0.473,102.012,audio_features,7zLeOgBrdrCfMf47MCyLMC,spotify:track:7zLeOgBrdrCfMf47MCyLMC,https://api.spotify.com/v1/tracks/7zLeOgBrdrCfMf47MCyLMC,https://api.spotify.com/v1/audio-analysis/7zLeOgBrdrCfMf47MCyLMC,263717,4,NA
Rayland+Baxter,Casanova,Rayland Baxter,47,https://api.spotify.com/v1/audio-features/3x9ANFExDT5BbPOiJRshnH,3x9ANFExDT5BbPOiJRshnH,121.912,0.6,0.833,0,-5.353,1,0.104,0.0248,0,0.104,0.668,121.912,audio_features,3x9ANFExDT5BbPOiJRshnH,spotify:track:3x9ANFExDT5BbPOiJRshnH,https://api.spotify.com/v1/tracks/3x9ANFExDT5BbPOiJRshnH,https://api.spotify.com/v1/audio-analysis/3x9ANFExDT5BbPOiJRshnH,229213,4,NA
