artist,title,Artist,n,URI,spotifyID,tempo,info-danceability,info-energy,info-key,info-loudness,info-mode,info-speechiness,info-acousticness,info-instrumentalness,info-liveness,info-valence,info-tempo,info-type,info-id,info-uri,info-track_href,info-analysis_url,info-duration_ms,info-time_signature,info-1
Of+Monsters+And+Men,Alligator,Of Monsters And Men,296,https://api.spotify.com/v1/audio-features/797qMUoU74C6xc45n2vAMK,797qMUoU74C6xc45n2vAMK,120.024,0.581,0.934,8,-5.511,1,0.0547,1.69e-4,0.00297,0.0901,0.391,120.024,audio_features,797qMUoU74C6xc45n2vAMK,spotify:track:797qMUoU74C6xc45n2vAMK,https://api.spotify.com/v1/tracks/797qMUoU74C6xc45n2vAMK,https://api.spotify.com/v1/audio-analysis/797qMUoU74C6xc45n2vAMK,184027,4,NA
Jenny+Lewis,Red+Bull+And+Hennessy,Jenny Lewis,287,https://api.spotify.com/v1/audio-features/3rrzbjHWFyKcCpagbbFjrE,3rrzbjHWFyKcCpagbbFjrE,130.005,0.509,0.933,4,-5.633,0,0.099,0.00203,1.38e-4,0.196,0.374,130.005,audio_features,3rrzbjHWFyKcCpagbbFjrE,spotify:track:3rrzbjHWFyKcCpagbbFjrE,https://api.spotify.com/v1/tracks/3rrzbjHWFyKcCpagbbFjrE,https://api.spotify.com/v1/audio-analysis/3rrzbjHWFyKcCpagbbFjrE,288630,4,NA
The+Black+Keys,Lo+Hi,The Black Keys,286,https://api.spotify.com/v1/audio-features/5G1sTBGbZT5o4PNRc75RKI,5G1sTBGbZT5o4PNRc75RKI,166.3,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,audio_features,5G1sTBGbZT5o4PNRc75RKI,spotify:track:5G1sTBGbZT5o4PNRc75RKI,https://api.spotify.com/v1/tracks/5G1sTBGbZT5o4PNRc75RKI,https://api.spotify.com/v1/audio-analysis/5G1sTBGbZT5o4PNRc75RKI,193653,4,NA
J+S++Ondara,Saying+Goodbye,J.S. Ondara,278,https://api.spotify.com/v1/audio-features/4PqgB442TI25iz4G6d6BBD,4PqgB442TI25iz4G6d6BBD,103.294,0.631,0.523,9,-7.968,1,0.0303,0.454,5.86e-6,0.117,0.541,103.294,audio_features,4PqgB442TI25iz4G6d6BBD,spotify:track:4PqgB442TI25iz4G6d6BBD,https://api.spotify.com/v1/tracks/4PqgB442TI25iz4G6d6BBD,https://api.spotify.com/v1/audio-analysis/4PqgB442TI25iz4G6d6BBD,229907,4,NA
Vampire+Weekend,Harmony+Hall,Vampire Weekend,272,https://api.spotify.com/v1/audio-features/39exKIvycQDgs4T6uXdyu0,39exKIvycQDgs4T6uXdyu0,98.008,0.653,0.76,11,-6.086,1,0.0479,0.475,1.29e-4,0.0917,0.6,98.008,audio_features,39exKIvycQDgs4T6uXdyu0,spotify:track:39exKIvycQDgs4T6uXdyu0,https://api.spotify.com/v1/tracks/39exKIvycQDgs4T6uXdyu0,https://api.spotify.com/v1/audio-analysis/39exKIvycQDgs4T6uXdyu0,308733,4,NA
Hot+Chip,Hungry+Child,Hot Chip,262,https://api.spotify.com/v1/audio-features/6o8ZQJ4VJmBW3gEwCK75ce,6o8ZQJ4VJmBW3gEwCK75ce,120.034,0.646,0.873,0,-5.305,1,0.0493,0.0581,0.0231,0.238,0.581,120.034,audio_features,6o8ZQJ4VJmBW3gEwCK75ce,spotify:track:6o8ZQJ4VJmBW3gEwCK75ce,https://api.spotify.com/v1/tracks/6o8ZQJ4VJmBW3gEwCK75ce,https://api.spotify.com/v1/audio-analysis/6o8ZQJ4VJmBW3gEwCK75ce,208637,4,NA
Jade+Bird,I+Get+No+Joy,Jade Bird,258,https://api.spotify.com/v1/audio-features/2rgCu3A8HVHOnYAIBLsHYw,2rgCu3A8HVHOnYAIBLsHYw,91.932,0.677,0.747,5,-4.655,1,0.087,0.326,0,0.0602,0.746,91.932,audio_features,2rgCu3A8HVHOnYAIBLsHYw,spotify:track:2rgCu3A8HVHOnYAIBLsHYw,https://api.spotify.com/v1/tracks/2rgCu3A8HVHOnYAIBLsHYw,https://api.spotify.com/v1/audio-analysis/2rgCu3A8HVHOnYAIBLsHYw,162070,4,NA
Hozier,Almost++Sweet+Music+,Hozier,247,https://api.spotify.com/v1/audio-features/5Apvsk0suoivI1H8CmBglv,5Apvsk0suoivI1H8CmBglv,90.036,0.523,0.687,7,-5.601,1,0.105,0.0215,2.86e-6,0.203,0.711,90.036,audio_features,5Apvsk0suoivI1H8CmBglv,spotify:track:5Apvsk0suoivI1H8CmBglv,https://api.spotify.com/v1/tracks/5Apvsk0suoivI1H8CmBglv,https://api.spotify.com/v1/audio-analysis/5Apvsk0suoivI1H8CmBglv,217480,4,NA
Sleater+Kinney,Hurry+On+Home,Sleater-Kinney,245,https://api.spotify.com/v1/audio-features/6EUSmVljC3J77F8SHpthqm,6EUSmVljC3J77F8SHpthqm,124.006,0.594,0.88,1,-4.044,1,0.046,0.0263,1.1e-4,0.185,0.5,124.006,audio_features,6EUSmVljC3J77F8SHpthqm,spotify:track:6EUSmVljC3J77F8SHpthqm,https://api.spotify.com/v1/tracks/6EUSmVljC3J77F8SHpthqm,https://api.spotify.com/v1/audio-analysis/6EUSmVljC3J77F8SHpthqm,168208,4,NA
White+Reaper,Might+Be+Right,White Reaper,244,https://api.spotify.com/v1/audio-features/5YTDnlr6qzl0XIGCqHP7sx,5YTDnlr6qzl0XIGCqHP7sx,131.995,0.595,0.861,1,-3.907,0,0.0327,0.00222,0.18,0.227,0.892,131.995,audio_features,5YTDnlr6qzl0XIGCqHP7sx,spotify:track:5YTDnlr6qzl0XIGCqHP7sx,https://api.spotify.com/v1/tracks/5YTDnlr6qzl0XIGCqHP7sx,https://api.spotify.com/v1/audio-analysis/5YTDnlr6qzl0XIGCqHP7sx,237013,4,NA
Parcels,Tieduprightnow,Parcels,241,https://api.spotify.com/v1/audio-features/4cyygA6kLAF2H6QqwmACHd,4cyygA6kLAF2H6QqwmACHd,103.016,0.809,0.539,5,-9.6,0,0.0368,0.0643,0.0536,0.173,0.728,103.016,audio_features,4cyygA6kLAF2H6QqwmACHd,spotify:track:4cyygA6kLAF2H6QqwmACHd,https://api.spotify.com/v1/tracks/4cyygA6kLAF2H6QqwmACHd,https://api.spotify.com/v1/audio-analysis/4cyygA6kLAF2H6QqwmACHd,272817,4,NA
Sharon+Van+Etten,Seventeen,Sharon Van Etten,241,https://api.spotify.com/v1/audio-features/5jZoYp0P8ML7AxkS3tQz3j,5jZoYp0P8ML7AxkS3tQz3j,127.107,0.538,0.774,5,-7.359,1,0.0484,0.0164,0.265,0.0685,0.249,127.107,audio_features,5jZoYp0P8ML7AxkS3tQz3j,spotify:track:5jZoYp0P8ML7AxkS3tQz3j,https://api.spotify.com/v1/tracks/5jZoYp0P8ML7AxkS3tQz3j,https://api.spotify.com/v1/audio-analysis/5jZoYp0P8ML7AxkS3tQz3j,265920,4,NA
Billie+Eilish,Bury+A+Friend,Billie Eilish,236,https://api.spotify.com/v1/audio-features/4SSnFejRGlZikf02HLewEF,4SSnFejRGlZikf02HLewEF,120.046,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,audio_features,4SSnFejRGlZikf02HLewEF,spotify:track:4SSnFejRGlZikf02HLewEF,https://api.spotify.com/v1/tracks/4SSnFejRGlZikf02HLewEF,https://api.spotify.com/v1/audio-analysis/4SSnFejRGlZikf02HLewEF,193143,4,NA
Cage+The+Elephant,Ready+To+Let+Go,Cage The Elephant,232,https://api.spotify.com/v1/audio-features/2FymmKBuog0loCuNXMwQID,2FymmKBuog0loCuNXMwQID,129.984,0.668,0.705,9,-5.731,0,0.0356,0.0274,0,0.215,0.549,129.984,audio_features,2FymmKBuog0loCuNXMwQID,spotify:track:2FymmKBuog0loCuNXMwQID,https://api.spotify.com/v1/tracks/2FymmKBuog0loCuNXMwQID,https://api.spotify.com/v1/audio-analysis/2FymmKBuog0loCuNXMwQID,186760,4,NA
Wilco,Love+Is+Everywhere++Beware+,Wilco,232,https://api.spotify.com/v1/audio-features/0cWKIr2hzxT6vuxFrCzcMz,0cWKIr2hzxT6vuxFrCzcMz,144.244,0.313,0.519,7,-9.435,1,0.0297,0.119,0.451,0.0993,0.507,144.244,audio_features,0cWKIr2hzxT6vuxFrCzcMz,spotify:track:0cWKIr2hzxT6vuxFrCzcMz,https://api.spotify.com/v1/tracks/0cWKIr2hzxT6vuxFrCzcMz,https://api.spotify.com/v1/audio-analysis/0cWKIr2hzxT6vuxFrCzcMz,213128,3,NA
Beck,Saw+Lightning,Beck,230,https://api.spotify.com/v1/audio-features/0JeNWvckrkYpR8cY5A4Phs,0JeNWvckrkYpR8cY5A4Phs,120.016,0.675,0.911,5,-5.075,0,0.0449,0.0502,0.0488,0.0736,0.849,120.016,audio_features,0JeNWvckrkYpR8cY5A4Phs,spotify:track:0JeNWvckrkYpR8cY5A4Phs,https://api.spotify.com/v1/tracks/0JeNWvckrkYpR8cY5A4Phs,https://api.spotify.com/v1/audio-analysis/0JeNWvckrkYpR8cY5A4Phs,241451,4,NA
Better+Oblivion+Community+Center,Dylan+Thomas,Better Oblivion Community Center,227,https://api.spotify.com/v1/audio-features/1AEiKr56njftNDp67QCnHH,1AEiKr56njftNDp67QCnHH,116.077,0.593,0.807,2,-7.995,1,0.0371,1.25e-4,2.1e-4,0.0914,0.521,116.077,audio_features,1AEiKr56njftNDp67QCnHH,spotify:track:1AEiKr56njftNDp67QCnHH,https://api.spotify.com/v1/tracks/1AEiKr56njftNDp67QCnHH,https://api.spotify.com/v1/audio-analysis/1AEiKr56njftNDp67QCnHH,216787,4,NA
Sam+Fender,Hypersonic+Missiles,Sam Fender,221,https://api.spotify.com/v1/audio-features/6CltzquypraYIlWFp48m1O,6CltzquypraYIlWFp48m1O,130.971,0.551,0.814,4,-3.683,1,0.0425,8.9e-4,1.16e-6,0.18,0.469,130.971,audio_features,6CltzquypraYIlWFp48m1O,spotify:track:6CltzquypraYIlWFp48m1O,https://api.spotify.com/v1/tracks/6CltzquypraYIlWFp48m1O,https://api.spotify.com/v1/audio-analysis/6CltzquypraYIlWFp48m1O,237987,4,NA
Lana+Del+Rey,Doin++Time,Lana Del Rey,218,https://api.spotify.com/v1/audio-features/0Oqc0kKFsQ6MhFOLBNZIGX,0Oqc0kKFsQ6MhFOLBNZIGX,144.982,0.641,0.559,7,-11.132,0,0.0355,0.404,0.00402,0.0937,0.523,144.982,audio_features,0Oqc0kKFsQ6MhFOLBNZIGX,spotify:track:0Oqc0kKFsQ6MhFOLBNZIGX,https://api.spotify.com/v1/tracks/0Oqc0kKFsQ6MhFOLBNZIGX,https://api.spotify.com/v1/audio-analysis/0Oqc0kKFsQ6MhFOLBNZIGX,202193,4,NA
Lizzo,Juice,Lizzo,216,https://api.spotify.com/v1/audio-features/0k664IuFwVP557Gnx7RhIl,0k664IuFwVP557Gnx7RhIl,119.93,0.767,0.889,7,-2.988,1,0.0963,0.00611,0,0.402,0.843,119.93,audio_features,0k664IuFwVP557Gnx7RhIl,spotify:track:0k664IuFwVP557Gnx7RhIl,https://api.spotify.com/v1/tracks/0k664IuFwVP557Gnx7RhIl,https://api.spotify.com/v1/audio-analysis/0k664IuFwVP557Gnx7RhIl,195145,4,NA
Joseph,Fighter,Joseph,215,https://api.spotify.com/v1/audio-features/7oMVBM1xAwavu697KyBQUY,7oMVBM1xAwavu697KyBQUY,139.002,0.625,0.418,9,-10.619,0,0.0607,0.487,0.00408,0.105,0.295,139.002,audio_features,7oMVBM1xAwavu697KyBQUY,spotify:track:7oMVBM1xAwavu697KyBQUY,https://api.spotify.com/v1/tracks/7oMVBM1xAwavu697KyBQUY,https://api.spotify.com/v1/audio-analysis/7oMVBM1xAwavu697KyBQUY,244811,4,NA
Local+Natives,When+Am+I+Gonna+Lose+You,Local Natives,214,https://api.spotify.com/v1/audio-features/5wCVLW9qMtIY9IkBeyYnh6,5wCVLW9qMtIY9IkBeyYnh6,142.088,0.452,0.834,11,-4.657,1,0.0967,0.0417,3.6e-4,0.119,0.514,142.088,audio_features,5wCVLW9qMtIY9IkBeyYnh6,spotify:track:5wCVLW9qMtIY9IkBeyYnh6,https://api.spotify.com/v1/tracks/5wCVLW9qMtIY9IkBeyYnh6,https://api.spotify.com/v1/audio-analysis/5wCVLW9qMtIY9IkBeyYnh6,264213,4,NA
The+Nude+Party,Feels+Alright,The Nude Party,214,https://api.spotify.com/v1/audio-features/0QRPnkRK35yM6wYCQ1seo9,0QRPnkRK35yM6wYCQ1seo9,129.075,0.53,0.901,6,-5.761,1,0.0344,0.0497,0.0175,0.0937,0.867,129.075,audio_features,0QRPnkRK35yM6wYCQ1seo9,spotify:track:0QRPnkRK35yM6wYCQ1seo9,https://api.spotify.com/v1/tracks/0QRPnkRK35yM6wYCQ1seo9,https://api.spotify.com/v1/audio-analysis/0QRPnkRK35yM6wYCQ1seo9,237253,4,NA
The+Cactus+Blossoms,Please+Don+t+Call+Me+Crazy,The Cactus Blossoms,212,https://api.spotify.com/v1/audio-features/4QuqfGeS0CkPtgk2IMnXwA,4QuqfGeS0CkPtgk2IMnXwA,139.3,0.442,0.555,0,-7.664,1,0.0268,0.19,0.0454,0.128,0.488,139.3,audio_features,4QuqfGeS0CkPtgk2IMnXwA,spotify:track:4QuqfGeS0CkPtgk2IMnXwA,https://api.spotify.com/v1/tracks/4QuqfGeS0CkPtgk2IMnXwA,https://api.spotify.com/v1/audio-analysis/4QuqfGeS0CkPtgk2IMnXwA,186653,4,NA
Whitney,Giving+Up,Whitney,212,https://api.spotify.com/v1/audio-features/0iJe81g5tUhKEjpc7Rfcq9,0iJe81g5tUhKEjpc7Rfcq9,90.636,0.643,0.604,6,-7.273,1,0.0325,0.596,0.528,0.109,0.162,90.636,audio_features,0iJe81g5tUhKEjpc7Rfcq9,spotify:track:0iJe81g5tUhKEjpc7Rfcq9,https://api.spotify.com/v1/tracks/0iJe81g5tUhKEjpc7Rfcq9,https://api.spotify.com/v1/audio-analysis/0iJe81g5tUhKEjpc7Rfcq9,190467,4,NA
Adia+Victoria,Different+Kind+Of+Love,Adia Victoria,211,https://api.spotify.com/v1/audio-features/5gy7tyFsQIFcxMajZlghLD,5gy7tyFsQIFcxMajZlghLD,124.061,0.574,0.878,11,-5.165,0,0.071,0.238,0.0658,0.0737,0.743,124.061,audio_features,5gy7tyFsQIFcxMajZlghLD,spotify:track:5gy7tyFsQIFcxMajZlghLD,https://api.spotify.com/v1/tracks/5gy7tyFsQIFcxMajZlghLD,https://api.spotify.com/v1/audio-analysis/5gy7tyFsQIFcxMajZlghLD,204747,4,NA
Lizzo,Like+A+Girl,Lizzo,209,https://api.spotify.com/v1/audio-features/5I7sGubUsKo4mVJpBoSVUr,5I7sGubUsKo4mVJpBoSVUr,144.031,0.694,0.807,2,-3.183,1,0.0888,0.0167,0,0.547,0.797,144.031,audio_features,5I7sGubUsKo4mVJpBoSVUr,spotify:track:5I7sGubUsKo4mVJpBoSVUr,https://api.spotify.com/v1/tracks/5I7sGubUsKo4mVJpBoSVUr,https://api.spotify.com/v1/audio-analysis/5I7sGubUsKo4mVJpBoSVUr,184858,4,NA
Gary+Clark+Jr+,When+I+m+Gone,Gary Clark Jr.,205,https://api.spotify.com/v1/audio-features/10V1dKQyQlL9nI7KpPPeBp,10V1dKQyQlL9nI7KpPPeBp,106.482,0.811,0.904,10,-1.754,1,0.0261,0.165,0,0.0753,0.868,106.482,audio_features,10V1dKQyQlL9nI7KpPPeBp,spotify:track:10V1dKQyQlL9nI7KpPPeBp,https://api.spotify.com/v1/tracks/10V1dKQyQlL9nI7KpPPeBp,https://api.spotify.com/v1/audio-analysis/10V1dKQyQlL9nI7KpPPeBp,228640,4,NA
Vampire+Weekend,This+Life,Vampire Weekend,205,https://api.spotify.com/v1/audio-features/4dRqYKhLVujxiBXcq50YzG,4dRqYKhLVujxiBXcq50YzG,170.234,0.62,0.712,9,-6.434,1,0.1,0.228,3.39e-6,0.0561,0.83,170.234,audio_features,4dRqYKhLVujxiBXcq50YzG,spotify:track:4dRqYKhLVujxiBXcq50YzG,https://api.spotify.com/v1/tracks/4dRqYKhLVujxiBXcq50YzG,https://api.spotify.com/v1/audio-analysis/4dRqYKhLVujxiBXcq50YzG,268600,4,NA
Big+Thief,Not,Big Thief,204,https://api.spotify.com/v1/audio-features/3HFBqhotJeEKHJzMEW31jZ,3HFBqhotJeEKHJzMEW31jZ,132.57,0.633,0.161,10,-12.892,1,0.0613,0.83,9.9e-5,0.263,0.546,132.57,audio_features,3HFBqhotJeEKHJzMEW31jZ,spotify:track:3HFBqhotJeEKHJzMEW31jZ,https://api.spotify.com/v1/tracks/3HFBqhotJeEKHJzMEW31jZ,https://api.spotify.com/v1/audio-analysis/3HFBqhotJeEKHJzMEW31jZ,295454,4,NA
Florence+And+The+Machine,Moderation,Florence And The Machine,204,https://api.spotify.com/v1/audio-features/1YLJVmuzeM2YSUkCCaTNUB,1YLJVmuzeM2YSUkCCaTNUB,149.954,0.492,0.81,7,-5.315,1,0.0847,0.0416,0.00379,0.117,0.245,149.954,audio_features,1YLJVmuzeM2YSUkCCaTNUB,spotify:track:1YLJVmuzeM2YSUkCCaTNUB,https://api.spotify.com/v1/tracks/1YLJVmuzeM2YSUkCCaTNUB,https://api.spotify.com/v1/audio-analysis/1YLJVmuzeM2YSUkCCaTNUB,251840,4,NA
PUP,See+You+At+Your+Funeral,PUP,204,https://api.spotify.com/v1/audio-features/7KA4W4McWYRpgf0fWsJZWB,7KA4W4McWYRpgf0fWsJZWB,78.558,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-6,0.109,0.62,78.558,audio_features,7KA4W4McWYRpgf0fWsJZWB,spotify:track:7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB,180387,4,NA
Spoon,No+Bullets+Spent,Spoon,204,https://api.spotify.com/v1/audio-features/4FQeCXqlUcXRVvOF8K19LD,4FQeCXqlUcXRVvOF8K19LD,129.45,0.76,0.669,8,-4.785,1,0.0587,0.155,8.67e-4,0.0935,0.867,129.45,audio_features,4FQeCXqlUcXRVvOF8K19LD,spotify:track:4FQeCXqlUcXRVvOF8K19LD,https://api.spotify.com/v1/tracks/4FQeCXqlUcXRVvOF8K19LD,https://api.spotify.com/v1/audio-analysis/4FQeCXqlUcXRVvOF8K19LD,220701,4,NA
Jay+Som,Superbike,Jay Som,201,https://api.spotify.com/v1/audio-features/0vKV3DiHbzFYzPynsi7eFO,0vKV3DiHbzFYzPynsi7eFO,95.032,0.424,0.887,7,-5.424,1,0.0453,0.0509,0.76,0.12,0.641,95.032,audio_features,0vKV3DiHbzFYzPynsi7eFO,spotify:track:0vKV3DiHbzFYzPynsi7eFO,https://api.spotify.com/v1/tracks/0vKV3DiHbzFYzPynsi7eFO,https://api.spotify.com/v1/audio-analysis/0vKV3DiHbzFYzPynsi7eFO,233583,4,NA
Tame+Impala,Patience,Tame Impala,200,https://api.spotify.com/v1/audio-features/5ZdVYZaMffiDf1plaJ2Jib,5ZdVYZaMffiDf1plaJ2Jib,124.214,0.794,0.636,4,-8.093,0,0.0416,0.206,0.0179,0.0805,0.304,124.214,audio_features,5ZdVYZaMffiDf1plaJ2Jib,spotify:track:5ZdVYZaMffiDf1plaJ2Jib,https://api.spotify.com/v1/tracks/5ZdVYZaMffiDf1plaJ2Jib,https://api.spotify.com/v1/audio-analysis/5ZdVYZaMffiDf1plaJ2Jib,345093,4,NA
Tycho,Pink+And+Blue,Tycho,200,https://api.spotify.com/v1/audio-features/1TJqHWEHHQ7Z5mJ0P6rXqq,1TJqHWEHHQ7Z5mJ0P6rXqq,118.003,0.671,0.546,0,-10.9,1,0.0388,0.0948,0.205,0.259,0.384,118.003,audio_features,1TJqHWEHHQ7Z5mJ0P6rXqq,spotify:track:1TJqHWEHHQ7Z5mJ0P6rXqq,https://api.spotify.com/v1/tracks/1TJqHWEHHQ7Z5mJ0P6rXqq,https://api.spotify.com/v1/audio-analysis/1TJqHWEHHQ7Z5mJ0P6rXqq,259166,4,NA
Alice+Merton,Funny+Business,Alice Merton,199,https://api.spotify.com/v1/audio-features/50B1PVWbakumorzP54YvK2,50B1PVWbakumorzP54YvK2,103.789,0.625,0.653,2,-4.413,1,0.0447,0.036,5.62e-6,0.158,0.477,103.789,audio_features,50B1PVWbakumorzP54YvK2,spotify:track:50B1PVWbakumorzP54YvK2,https://api.spotify.com/v1/tracks/50B1PVWbakumorzP54YvK2,https://api.spotify.com/v1/audio-analysis/50B1PVWbakumorzP54YvK2,185360,4,NA
The+National,You+Had+Your+Soul+With+You,The National,196,https://api.spotify.com/v1/audio-features/5cBrqDgmdbgH6ncuy1hGDs,5cBrqDgmdbgH6ncuy1hGDs,154.015,0.521,0.777,5,-5.823,1,0.0878,0.0194,0.0953,0.0865,0.278,154.015,audio_features,5cBrqDgmdbgH6ncuy1hGDs,spotify:track:5cBrqDgmdbgH6ncuy1hGDs,https://api.spotify.com/v1/tracks/5cBrqDgmdbgH6ncuy1hGDs,https://api.spotify.com/v1/audio-analysis/5cBrqDgmdbgH6ncuy1hGDs,206280,4,NA
Anderson+Paak,Make+It+Better+feat++Smokey+Robinson,Anderson Paak,195,https://api.spotify.com/v1/audio-features/4SBVWkRIMJ6WBCYPvr5Bwr,4SBVWkRIMJ6WBCYPvr5Bwr,178.555,0.676,0.56,4,-6.024,0,0.0643,0.0112,0.00403,0.137,0.551,178.555,audio_features,4SBVWkRIMJ6WBCYPvr5Bwr,spotify:track:4SBVWkRIMJ6WBCYPvr5Bwr,https://api.spotify.com/v1/tracks/4SBVWkRIMJ6WBCYPvr5Bwr,https://api.spotify.com/v1/audio-analysis/4SBVWkRIMJ6WBCYPvr5Bwr,219332,4,NA
Bad+Bad+Hats,Wide+Right,Bad Bad Hats,194,https://api.spotify.com/v1/audio-features/2IeGG6Hg38jY2JQ97UhHed,2IeGG6Hg38jY2JQ97UhHed,150.015,0.659,0.701,2,-5.697,1,0.0302,0.0164,0.136,0.357,0.83,150.015,audio_features,2IeGG6Hg38jY2JQ97UhHed,spotify:track:2IeGG6Hg38jY2JQ97UhHed,https://api.spotify.com/v1/tracks/2IeGG6Hg38jY2JQ97UhHed,https://api.spotify.com/v1/audio-analysis/2IeGG6Hg38jY2JQ97UhHed,155600,4,NA
Cherry+Glazerr,Wasted+Nun,Cherry Glazerr,194,https://api.spotify.com/v1/audio-features/7KAmEQvwxX3INewsh7LkjM,7KAmEQvwxX3INewsh7LkjM,122.022,0.453,0.782,8,-1.545,1,0.0382,7.02e-4,0.0443,0.238,0.411,122.022,audio_features,7KAmEQvwxX3INewsh7LkjM,spotify:track:7KAmEQvwxX3INewsh7LkjM,https://api.spotify.com/v1/tracks/7KAmEQvwxX3INewsh7LkjM,https://api.spotify.com/v1/audio-analysis/7KAmEQvwxX3INewsh7LkjM,198893,4,NA
Maggie+Rogers,Burning,Maggie Rogers,194,https://api.spotify.com/v1/audio-features/42TtHTxWk782ZBiqyOi2d1,42TtHTxWk782ZBiqyOi2d1,122.811,0.447,0.441,0,-7.658,1,0.0456,0.874,4.36e-5,0.188,0.286,122.811,audio_features,42TtHTxWk782ZBiqyOi2d1,spotify:track:42TtHTxWk782ZBiqyOi2d1,https://api.spotify.com/v1/tracks/42TtHTxWk782ZBiqyOi2d1,https://api.spotify.com/v1/audio-analysis/42TtHTxWk782ZBiqyOi2d1,290892,4,NA
Gary+Clark+Jr+,This+Land,Gary Clark Jr.,193,https://api.spotify.com/v1/audio-features/0Jxl1PdSbiQPYRPVdzBdES,0Jxl1PdSbiQPYRPVdzBdES,82.033,0.506,0.921,10,-2.967,0,0.0606,0.019,8.09e-5,0.0677,0.279,82.033,audio_features,0Jxl1PdSbiQPYRPVdzBdES,spotify:track:0Jxl1PdSbiQPYRPVdzBdES,https://api.spotify.com/v1/tracks/0Jxl1PdSbiQPYRPVdzBdES,https://api.spotify.com/v1/audio-analysis/0Jxl1PdSbiQPYRPVdzBdES,341667,4,NA
Lizzo,Cuz+I+Love+You,Lizzo,193,https://api.spotify.com/v1/audio-features/6YdQgWSpsxhVeX6Xmv3IFJ,6YdQgWSpsxhVeX6Xmv3IFJ,162.159,0.566,0.66,1,-4.039,1,0.0479,0.0156,0,0.234,0.52,162.159,audio_features,6YdQgWSpsxhVeX6Xmv3IFJ,spotify:track:6YdQgWSpsxhVeX6Xmv3IFJ,https://api.spotify.com/v1/tracks/6YdQgWSpsxhVeX6Xmv3IFJ,https://api.spotify.com/v1/audio-analysis/6YdQgWSpsxhVeX6Xmv3IFJ,179979,3,NA
Sturgill+Simpson,Sing+Along,Sturgill Simpson,192,https://api.spotify.com/v1/audio-features/0JwtuqKYYCA1iJ5cubotGW,0JwtuqKYYCA1iJ5cubotGW,124.026,0.489,0.957,7,-2.812,1,0.056,0.0115,4.05e-4,0.173,0.53,124.026,audio_features,0JwtuqKYYCA1iJ5cubotGW,spotify:track:0JwtuqKYYCA1iJ5cubotGW,https://api.spotify.com/v1/tracks/0JwtuqKYYCA1iJ5cubotGW,https://api.spotify.com/v1/audio-analysis/0JwtuqKYYCA1iJ5cubotGW,174568,4,NA
Fontaines+D+C+,Boys+In+The+Better+Land,Fontaines D.C.,191,https://api.spotify.com/v1/audio-features/0iJX82OGewFWpyRtB8zzo4,0iJX82OGewFWpyRtB8zzo4,176.977,0.392,0.973,9,-5.02,1,0.0733,2.92e-4,2.35e-5,0.348,0.6,176.977,audio_features,0iJX82OGewFWpyRtB8zzo4,spotify:track:0iJX82OGewFWpyRtB8zzo4,https://api.spotify.com/v1/tracks/0iJX82OGewFWpyRtB8zzo4,https://api.spotify.com/v1/audio-analysis/0iJX82OGewFWpyRtB8zzo4,300116,4,NA
Mavis+Staples,Change,Mavis Staples,191,https://api.spotify.com/v1/audio-features/6w23sxZepVSmRiTLDsP5ou,6w23sxZepVSmRiTLDsP5ou,110.666,0.739,0.79,7,-6.479,1,0.0357,0.49,0,0.923,0.812,110.666,audio_features,6w23sxZepVSmRiTLDsP5ou,spotify:track:6w23sxZepVSmRiTLDsP5ou,https://api.spotify.com/v1/tracks/6w23sxZepVSmRiTLDsP5ou,https://api.spotify.com/v1/audio-analysis/6w23sxZepVSmRiTLDsP5ou,222707,4,NA
The+Hold+Steady,Denver+Haircut,The Hold Steady,191,https://api.spotify.com/v1/audio-features/13pA5RjC7TIxAABdepqSg8,13pA5RjC7TIxAABdepqSg8,152.455,0.219,0.914,4,-4.286,1,0.0838,0.24,4.48e-5,0.502,0.518,152.455,audio_features,13pA5RjC7TIxAABdepqSg8,spotify:track:13pA5RjC7TIxAABdepqSg8,https://api.spotify.com/v1/tracks/13pA5RjC7TIxAABdepqSg8,https://api.spotify.com/v1/audio-analysis/13pA5RjC7TIxAABdepqSg8,181973,4,NA
The+National,Rylan,The National,191,https://api.spotify.com/v1/audio-features/6INztpNwOTlfSKTuPo0HOP,6INztpNwOTlfSKTuPo0HOP,156.008,0.368,0.463,0,-10.595,1,0.0302,0.811,0.0017,0.109,0.447,156.008,audio_features,6INztpNwOTlfSKTuPo0HOP,spotify:track:6INztpNwOTlfSKTuPo0HOP,https://api.spotify.com/v1/tracks/6INztpNwOTlfSKTuPo0HOP,https://api.spotify.com/v1/audio-analysis/6INztpNwOTlfSKTuPo0HOP,267773,3,NA
